Поряд_номер;Номер победы;Партия;Дата запуска;Код;Номенклатура;Количество в заказе;Перемещено;Дефицит;Заказ обеспечен;Пометка удаления;Заказчик;Спецификация;Дата начала факт;Приоритет;Дата поступления КМД;Изделие;Заказ-Партия;Закуп подтвержден;ТН;Списание из Цент склада;Списание из ТН;Списание из Поступлений;Остаток дефицита
982;921980;1;2020-01-22;00000010906;Лист 8 ГОСТ 19903-74 С345-3 ГОСТ 27772-2015;172.316;173.0;0.0;1.0;0.0;НЗМК ООО;55/08-19, Спецификация №  2 от 05.12.2019;0;0.0;0;Стойка металлическая МШК1-10-80 Проект: 6226и;921980-1;1;0.0;0.0;0.0;0.0;0.0
983;921980;1;2020-01-22;00000011087;Швеллер 18 У ГОСТ 8240-89 С345-3 ГОСТ 27772-2015;7577.695;9078.0;0.0;1.0;0.0;НЗМК ООО;55/08-19, Спецификация №  2 от 05.12.2019;0;0.0;0;Стойка металлическая МШК1-10-80 Проект: 6226и;921980-1;1;0.0;0.0;0.0;0.0;0.0
2645;922048;1;2020-01-22;00000014979;Лист 6 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;5.392;6.0;0.0;1.0;0.0;ТАВРИДА ЭЛЕКТРИК ОМСК ООО;02/01-16, Спецификация №81 от 24.12.2019;0;0.0;0;Площадка ПОВ-1Х Проект: ОГ-ТП.010.13-00;922048-1;1;0.0;0.0;0.0;0.0;0.0
2646;922048;1;2020-01-22;00000011270;Лист 4 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;32.013;33.0;0.0;1.0;0.0;ТАВРИДА ЭЛЕКТРИК ОМСК ООО;02/01-16, Спецификация №81 от 24.12.2019;0;0.0;0;Площадка ПОВ-1Х Проект: ОГ-ТП.010.13-00;922048-1;1;0.0;0.0;0.0;0.0;0.0
2647;922048;1;2020-01-22;00000000743;Лист ПВ 508 ТУ 36.26.11-5-89 ст3сп ГОСТ 380-2005;34.799;77.0;0.0;1.0;0.0;ТАВРИДА ЭЛЕКТРИК ОМСК ООО;02/01-16, Спецификация №81 от 24.12.2019;0;0.0;0;Площадка ПОВ-1Х Проект: ОГ-ТП.010.13-00;922048-1;1;0.0;0.0;0.0;0.0;0.0
2648;922048;1;2020-01-22;00000011278;Уголок 50х50х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;77.683;78.0;0.0;1.0;0.0;ТАВРИДА ЭЛЕКТРИК ОМСК ООО;02/01-16, Спецификация №81 от 24.12.2019;0;0.0;0;Площадка ПОВ-1Х Проект: ОГ-ТП.010.13-00;922048-1;1;0.0;0.0;0.0;0.0;0.0
2649;922048;1;2020-01-22;00000012146;Уголок 63х63х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;23.297;24.0;0.0;1.0;0.0;ТАВРИДА ЭЛЕКТРИК ОМСК ООО;02/01-16, Спецификация №81 от 24.12.2019;0;0.0;0;Площадка ПОВ-1Х Проект: ОГ-ТП.010.13-00;922048-1;1;0.0;0.0;0.0;0.0;0.0
2650;922048;1;2020-01-22;00-00001513;Круг 6 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014;0.027;0.0;0.0;1.0;0.0;ТАВРИДА ЭЛЕКТРИК ОМСК ООО;02/01-16, Спецификация №81 от 24.12.2019;0;0.0;0;Площадка ПОВ-1Х Проект: ОГ-ТП.010.13-00;922048-1;1;0.0;0.0;0.0;0.0;0.0
3620;0005;1;2020-01-23;00000018161;Круг 26 ГОСТ 2590-2006 45 ГОСТ 1050-88;1.85;2.0;0.0;1.0;0.0;0;0;0;0.0;0;Шаблон для измерения заусенцев 09.17.00.000;0005-1;1;0.0;0.0;0.0;0.0;0.0
3621;0007;1;2020-01-23;00000011291;Уголок 110х110х8 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;2916.0;0.0;0.0;1.0;0.0;0;0;0;0.0;0;"Марки 2801 - 28шт., 2802 - 8шт. Для ООО ""ИНК""";0007-1;1;0.0;0.0;0.0;0.0;0.0
3622;0008;1;2020-01-23;00000009688;Лист 6 ГОСТ 19903-74 ст3 ГОСТ 380-2005;7.2;200.0;0.0;0.0;0.0;0;0;0;0.0;0;Основание под пилу 05.240.00.000;0008-1;1;0.0;0.0;0.0;0.0;0.0
3623;0008;1;2020-01-23;00000009689;Лист 8 ГОСТ 19903-74 ст3 ГОСТ 380-2005;179.727;179.727;0.0;0.0;0.0;0;0;0;0.0;0;Основание под пилу 05.240.00.000;0008-1;1;0.0;0.0;0.0;0.0;0.0
3624;0008;1;2020-01-23;00000015046;Лист 40 ГОСТ 19903-74 ст3 ГОСТ 380-2005;107.179;107.179;0.0;0.0;0.0;0;0;0;0.0;0;Основание под пилу 05.240.00.000;0008-1;1;0.0;0.0;0.0;0.0;0.0
3625;0008;1;2020-01-23;00000009686;Лист 10 ГОСТ 19903-74 ст3 ГОСТ 380-2005;93.685;93.685;0.0;0.0;0.0;0;0;0;0.0;0;Основание под пилу 05.240.00.000;0008-1;1;0.0;0.0;0.0;0.0;0.0
3626;0008;1;2020-01-23;00000015082;Круг 30 ГОСТ 2590-2006 ст3 ГОСТ 380-2005;21.902;21.902;0.0;0.0;0.0;0;0;0;0.0;0;Основание под пилу 05.240.00.000;0008-1;1;0.0;0.0;0.0;0.0;0.0
3627;0008;1;2020-01-23;00000015102;Круг 20 ГОСТ 2590-2006 ст3 ГОСТ 380-2005;2.418;2.418;0.0;0.0;0.0;0;0;0;0.0;0;Основание под пилу 05.240.00.000;0008-1;1;0.0;0.0;0.0;0.0;0.0
3628;0008;1;2020-01-23;00000015103;Круг 70 ГОСТ 2590-2006 45 ГОСТ 1050-88;119.416;119.416;0.0;0.0;0.0;0;0;0;0.0;0;Основание под пилу 05.240.00.000;0008-1;1;0.0;0.0;0.0;0.0;0.0
3629;0008;1;2020-01-23;00000018578;Швеллер 20 У ГОСТ 8240-89 ст3 ГОСТ 380-2005;111.562;0.0;111.562;0.0;0.0;0;0;0;0.0;0;Основание под пилу 05.240.00.000;0008-1;1;0.0;0.0;0.0;0.0;111.562
3630;0008;1;2020-01-23;00-00001885;Швеллер 30 У ГОСТ 8240-89 ст3 ГОСТ 380-2005;395.733;0.0;395.733;0.0;0.0;0;0;0;0.0;0;Основание под пилу 05.240.00.000;0008-1;1;0.0;0.0;0.0;0.0;395.733
3631;0008;1;2020-01-23;00-00002047;Круг 110 ГОСТ 2590-2006 ст3 ГОСТ 380-2005;11.219;0.0;11.219;0.0;0.0;0;0;0;0.0;0;Основание под пилу 05.240.00.000;0008-1;1;0.0;11.219;0.0;0.0;0.0
3632;0008;1;2020-01-23;00-00002048;Труба 127х10 ГОСТ 8732-78 ст3 ГОСТ 380-2005;59.746;59.746;0.0;0.0;0.0;0;0;0;0.0;0;Основание под пилу 05.240.00.000;0008-1;1;0.0;0.0;0.0;0.0;0.0
3633;0008;1;2020-01-23;00-00002049;Подшипник 80212 ГОСТ 7242-81;25.184;0.0;25.184;0.0;0.0;0;0;0;0.0;0;Основание под пилу 05.240.00.000;0008-1;1;0.0;0.0;0.0;0.0;25.184
3634;0010;1;2020-01-23;00000011269;Лист 8 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;32.508;32.0;0.0;1.0;0.0;0;0;0;0.0;0;Накладки для стыковки трубы Ф325*9 по заказу 922011;0010-1;1;0.0;0.0;0.0;0.0;0.0
3635;0010;1;2020-01-23;00000011827;Лист 10 ГОСТ 19903-74 09Г2С-15 ГОСТ 19281-2014;0.0;462.0;0.0;1.0;0.0;0;0;0;0.0;0;Накладки для стыковки трубы Ф325*9 по заказу 922011;0010-1;1;0.0;0.0;0.0;0.0;0.0
3636;0010;1;2020-01-23;00000015205;Лист 10 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;470.4;0.0;0.0;1.0;0.0;0;0;0;0.0;0;Накладки для стыковки трубы Ф325*9 по заказу 922011;0010-1;1;0.0;0.0;0.0;0.0;0.0
3637;0010;1;2020-01-23;00000011270;Лист 4 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;26.735;0.0;0.0;1.0;0.0;0;0;0;0.0;0;Накладки для стыковки трубы Ф325*9 по заказу 922011;0010-1;1;0.0;0.0;0.0;0.0;0.0
3381;0011;1;2020-01-23;00000016513;Труба 89х6 ГОСТ 8732-78 ст3 ГОСТ 380-2005;55.982;56.0;0.0;1.0;0.0;0;0;0;0.0;0;Заготовка для приводного вала уголковой линии VP-184;0011-1;1;0.0;0.0;0.0;0.0;0.0
138;921570;1;2020-01-23;00000004440;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;0.528;0.528;0.0;1.0;0.0;СТРОЙИНВЕСТ ПСК ООО;ПСК-СИ 325/19, Спецификация №  1 от 21.10.2019;0;0.0;0;Промежуточная опора П110-5Впг Проект: 11520тм;921570-1;1;0.0;0.0;0.0;0.0;0.0
139;921570;1;2020-01-23;00000011269;Лист 8 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;3618.336;3619.0;0.0;1.0;0.0;СТРОЙИНВЕСТ ПСК ООО;ПСК-СИ 325/19, Спецификация №  1 от 21.10.2019;0;0.0;0;Промежуточная опора П110-5Впг Проект: 11520тм;921570-1;1;0.0;0.0;0.0;0.0;0.0
140;921570;1;2020-01-23;00000011280;Лист 20 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;1944.552;1945.0;0.0;1.0;0.0;СТРОЙИНВЕСТ ПСК ООО;ПСК-СИ 325/19, Спецификация №  1 от 21.10.2019;0;0.0;0;Промежуточная опора П110-5Впг Проект: 11520тм;921570-1;1;0.0;0.0;0.0;0.0;0.0
141;921570;1;2020-01-23;00000014979;Лист 6 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;211.152;212.0;0.0;1.0;0.0;СТРОЙИНВЕСТ ПСК ООО;ПСК-СИ 325/19, Спецификация №  1 от 21.10.2019;0;0.0;0;Промежуточная опора П110-5Впг Проект: 11520тм;921570-1;1;0.0;0.0;0.0;0.0;0.0
142;921570;1;2020-01-23;00000011275;Уголок 70х70х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;15689.472;15690.0;0.0;1.0;0.0;СТРОЙИНВЕСТ ПСК ООО;ПСК-СИ 325/19, Спецификация №  1 от 21.10.2019;0;0.0;0;Промежуточная опора П110-5Впг Проект: 11520тм;921570-1;1;0.0;0.0;0.0;0.0;0.0
143;921570;1;2020-01-23;00000011292;Уголок 90х90х7 ГОСТ 8509-86 09Г2С-12 ГОСТ 27772-2015;7814.832;7260.0;0.0;1.0;0.0;СТРОЙИНВЕСТ ПСК ООО;ПСК-СИ 325/19, Спецификация №  1 от 21.10.2019;0;0.0;0;Промежуточная опора П110-5Впг Проект: 11520тм;921570-1;1;0.0;0.0;0.0;0.0;0.0
144;921570;1;2020-01-23;00000012039;Уголок 63х63х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;364.584;365.0;0.0;1.0;0.0;СТРОЙИНВЕСТ ПСК ООО;ПСК-СИ 325/19, Спецификация №  1 от 21.10.2019;0;0.0;0;Промежуточная опора П110-5Впг Проект: 11520тм;921570-1;1;0.0;0.0;0.0;0.0;0.0
145;921570;1;2020-01-23;00000012146;Уголок 63х63х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;25848.312;25849.0;0.0;1.0;0.0;СТРОЙИНВЕСТ ПСК ООО;ПСК-СИ 325/19, Спецификация №  1 от 21.10.2019;0;0.0;0;Промежуточная опора П110-5Впг Проект: 11520тм;921570-1;1;0.0;0.0;0.0;0.0;0.0
146;921570;1;2020-01-23;00000015135;Уголок 50х50х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;5763.288;5764.0;0.0;1.0;0.0;СТРОЙИНВЕСТ ПСК ООО;ПСК-СИ 325/19, Спецификация №  1 от 21.10.2019;0;0.0;0;Промежуточная опора П110-5Впг Проект: 11520тм;921570-1;1;0.0;0.0;0.0;0.0;0.0
147;921570;1;2020-01-23;00000015136;Уголок 80х80х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;8217.6;8218.0;0.0;1.0;0.0;СТРОЙИНВЕСТ ПСК ООО;ПСК-СИ 325/19, Спецификация №  1 от 21.10.2019;0;0.0;0;Промежуточная опора П110-5Впг Проект: 11520тм;921570-1;1;0.0;0.0;0.0;0.0;0.0
2348;922011;1;2020-01-23;00000014979;Лист 6 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;11.792;0.0;0.0;1.0;0.0;ЧТК;104/12-19, Спецификация №1 от 24.12.2019;0;0.0;0;Свая   325х9   L=10,49   ГОСТ 8732-78;922011-1;1;0.0;0.0;0.0;0.0;0.0
2349;922011;1;2020-01-23;00000015205;Лист 10 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;409.992;410.0;0.0;1.0;0.0;ЧТК;104/12-19, Спецификация №1 от 24.12.2019;0;0.0;0;Свая   325х9   L=10,49   ГОСТ 8732-78;922011-1;1;0.0;0.0;0.0;0.0;0.0
2350;922011;1;2020-01-23;00000011273;Труба 325х9 ГОСТ 10704-91 09Г2С-12 ГОСТ 19281-2014;35967.404;34935.0;0.0;1.0;0.0;ЧТК;104/12-19, Спецификация №1 от 24.12.2019;0;0.0;0;Свая   325х9   L=10,49   ГОСТ 8732-78;922011-1;1;0.0;0.0;0.0;0.0;0.0
2733;921933;1;2020-01-24;00000011289;Лист 5 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;188.555;0.0;0.0;1.0;0.0;ЭнергоСтройИнжиниринг ООО;79/10-19, Спецификация №1 от 17.12.2019;0;0.0;0;Фундамент   ФС.720.2.L.S. Проект: 13-2018-ОФ;921933-1;1;0.0;0.0;0.0;0.0;0.0
2734;921933;1;2020-01-24;00000012986;Лист 25 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;8970.316;8981.0;0.0;1.0;0.0;ЭнергоСтройИнжиниринг ООО;79/10-19, Спецификация №1 от 17.12.2019;0;0.0;0;Фундамент   ФС.720.2.L.S. Проект: 13-2018-ОФ;921933-1;1;0.0;0.0;0.0;0.0;0.0
2735;921933;1;2020-01-24;00000015485;Лист 14 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;6593.749;7582.749;0.0;1.0;0.0;ЭнергоСтройИнжиниринг ООО;79/10-19, Спецификация №1 от 17.12.2019;0;0.0;0;Фундамент   ФС.720.2.L.S. Проект: 13-2018-ОФ;921933-1;1;0.0;0.0;0.0;0.0;0.0
2736;921933;2;2020-01-24;00000011289;Лист 5 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;192.94;0.0;0.0;1.0;0.0;ЭнергоСтройИнжиниринг ООО;79/10-19, Спецификация №1 от 17.12.2019;0;0.0;0;Фундамент   ФС.720.2.L.S. Проект: 13-2018-ОФ;921933-2;1;0.0;0.0;0.0;0.0;0.0
2737;921933;2;2020-01-24;00000012986;Лист 25 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;9178.928;11582.0;0.0;1.0;0.0;ЭнергоСтройИнжиниринг ООО;79/10-19, Спецификация №1 от 17.12.2019;0;0.0;0;Фундамент   ФС.720.2.L.S. Проект: 13-2018-ОФ;921933-2;1;0.0;0.0;0.0;0.0;0.0
2738;921933;2;2020-01-24;00000015485;Лист 14 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;6747.092;7736.092;0.0;1.0;0.0;ЭнергоСтройИнжиниринг ООО;79/10-19, Спецификация №1 от 17.12.2019;0;0.0;0;Фундамент   ФС.720.2.L.S. Проект: 13-2018-ОФ;921933-2;1;0.0;0.0;0.0;0.0;0.0
2573;921971;1;2020-01-24;00000011269;Лист 8 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;230.58;0.0;0.0;1.0;0.0;АРКТИК СПГ 2 ООО;03/02-20 от 03.02.2020, Спецификация №1 от 03.02.2020;0;0.0;0;Фундамент ФО.219.2.А.L.S.D Проект: ОЭМЗ-КР-ТП.ФС.35/110/220.001;921971-1;1;0.0;0.0;0.0;0.0;0.0
2595;921974;1;2020-01-24;00000011269;Лист 8 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;230.58;200.0;0.0;1.0;0.0;АРКТИК СПГ 2 ООО;03/02-20 от 03.02.2020, Спецификация №1 от 03.02.2020;0;0.0;0;Фундамент ФО.219.2.А.L.S.D Проект: ОЭМЗ-КР-ТП.ФС.35/110/220.001;921974-1;1;0.0;0.0;0.0;0.0;0.0
21;921924;1;2020-01-25;00000017548;Труба 720х10 ГОСТ 10704-91 09Г2С-12 ГОСТ 19281-2014;4669.16;4669.16;0.0;1.0;0.0;ИНТЭКО;№102/12-19, Спецификация №  1 от 23.12.2019;0;0.0;0;Труба   720х10 L=6 м. ГОСТ 10704-91;921924-1;1;0.0;0.0;0.0;0.0;0.0
2358;922079;2;2020-01-25;00000011280;Лист 20 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;1814.88;1815.0;0.0;1.0;0.0;ЧТК;104/12-19, Спецификация №1 от 24.12.2019;0;0.0;0;Свая   С1  Чертеж 01 BLB-01-915-ЛС;922079-2;1;0.0;0.0;0.0;0.0;0.0
2359;922079;2;2020-01-25;00000014979;Лист 6 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;21.44;0.0;0.0;1.0;0.0;ЧТК;104/12-19, Спецификация №1 от 24.12.2019;0;0.0;0;Свая   С1  Чертеж 01 BLB-01-915-ЛС;922079-2;1;0.0;0.0;0.0;0.0;0.0
2360;922079;2;2020-01-25;00000015205;Лист 10 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;1032.48;1033.0;0.0;1.0;0.0;ЧТК;104/12-19, Спецификация №1 от 24.12.2019;0;0.0;0;Свая   С1  Чертеж 01 BLB-01-915-ЛС;922079-2;1;0.0;0.0;0.0;0.0;0.0
2361;922079;2;2020-01-25;00000016332;Труба 219х9 ГОСТ 10704-91 09Г2С-12 ГОСТ 19281-2014;34263.76;37606.0;0.0;1.0;0.0;ЧТК;104/12-19, Спецификация №1 от 24.12.2019;0;0.0;0;Свая   С1  Чертеж 01 BLB-01-915-ЛС;922079-2;1;0.0;0.0;0.0;0.0;0.0
2464;921961;1;2020-01-26;00000004440;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;0.72;0.72;0.0;1.0;0.0;АРКТИК СПГ 2 ООО;03/02-20 от 03.02.2020, Спецификация №1 от 03.02.2020;0;0.0;0;"Комплектная поставка:   Опора анкерная АО35ГИ-1 для изолированного провода 150 мм2; Подвеска";921961-1;1;0.0;0.0;0.0;0.0;0.0
2465;921961;1;2020-01-26;00000011267;Лист 16 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;413.74;414.0;0.0;1.0;0.0;АРКТИК СПГ 2 ООО;03/02-20 от 03.02.2020, Спецификация №1 от 03.02.2020;0;0.0;0;"Комплектная поставка:   Опора анкерная АО35ГИ-1 для изолированного провода 150 мм2; Подвеска";921961-1;1;0.0;0.0;0.0;0.0;0.0
2466;921961;1;2020-01-26;00000011269;Лист 8 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;442.76;443.0;0.0;1.0;0.0;АРКТИК СПГ 2 ООО;03/02-20 от 03.02.2020, Спецификация №1 от 03.02.2020;0;0.0;0;"Комплектная поставка:   Опора анкерная АО35ГИ-1 для изолированного провода 150 мм2; Подвеска";921961-1;1;0.0;0.0;0.0;0.0;0.0
2467;921961;1;2020-01-26;00000011280;Лист 20 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;922.9;923.0;0.0;1.0;0.0;АРКТИК СПГ 2 ООО;03/02-20 от 03.02.2020, Спецификация №1 от 03.02.2020;0;0.0;0;"Комплектная поставка:   Опора анкерная АО35ГИ-1 для изолированного провода 150 мм2; Подвеска";921961-1;1;0.0;0.0;0.0;0.0;0.0
2468;921961;1;2020-01-26;00000011289;Лист 5 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;83.82;84.0;0.0;1.0;0.0;АРКТИК СПГ 2 ООО;03/02-20 от 03.02.2020, Спецификация №1 от 03.02.2020;0;0.0;0;"Комплектная поставка:   Опора анкерная АО35ГИ-1 для изолированного провода 150 мм2; Подвеска";921961-1;1;0.0;0.0;0.0;0.0;0.0
2469;921961;1;2020-01-26;00000015205;Лист 10 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;506.54;507.0;0.0;1.0;0.0;АРКТИК СПГ 2 ООО;03/02-20 от 03.02.2020, Спецификация №1 от 03.02.2020;0;0.0;0;"Комплектная поставка:   Опора анкерная АО35ГИ-1 для изолированного провода 150 мм2; Подвеска";921961-1;1;0.0;0.0;0.0;0.0;0.0
2470;921961;1;2020-01-26;00000015485;Лист 14 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;386.66;0.0;0.0;1.0;0.0;АРКТИК СПГ 2 ООО;03/02-20 от 03.02.2020, Спецификация №1 от 03.02.2020;0;0.0;0;"Комплектная поставка:   Опора анкерная АО35ГИ-1 для изолированного провода 150 мм2; Подвеска";921961-1;1;0.0;0.0;0.0;0.0;0.0
2471;921961;1;2020-01-26;00000011270;Лист 4 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;99.68;99.68;0.0;1.0;0.0;АРКТИК СПГ 2 ООО;03/02-20 от 03.02.2020, Спецификация №1 от 03.02.2020;0;0.0;0;"Комплектная поставка:   Опора анкерная АО35ГИ-1 для изолированного провода 150 мм2; Подвеска";921961-1;1;0.0;0.0;0.0;0.0;0.0
2472;921961;1;2020-01-26;00000014228;Круг 16 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014;74.4;75.0;0.0;1.0;0.0;АРКТИК СПГ 2 ООО;03/02-20 от 03.02.2020, Спецификация №1 от 03.02.2020;0;0.0;0;"Комплектная поставка:   Опора анкерная АО35ГИ-1 для изолированного провода 150 мм2; Подвеска";921961-1;1;0.0;0.0;0.0;0.0;0.0
2473;921961;1;2020-01-26;00000011278;Уголок 50х50х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;591.76;592.0;0.0;1.0;0.0;АРКТИК СПГ 2 ООО;03/02-20 от 03.02.2020, Спецификация №1 от 03.02.2020;0;0.0;0;"Комплектная поставка:   Опора анкерная АО35ГИ-1 для изолированного провода 150 мм2; Подвеска";921961-1;1;0.0;0.0;0.0;0.0;0.0
2474;921961;1;2020-01-26;00000011288;Уголок 75х75х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;644.3;0.0;0.0;1.0;0.0;АРКТИК СПГ 2 ООО;03/02-20 от 03.02.2020, Спецификация №1 от 03.02.2020;0;0.0;0;"Комплектная поставка:   Опора анкерная АО35ГИ-1 для изолированного провода 150 мм2; Подвеска";921961-1;1;0.0;0.0;0.0;0.0;0.0
2475;921961;1;2020-01-26;00000012036;Уголок 100х100х8 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;5038.7;5039.0;0.0;1.0;0.0;АРКТИК СПГ 2 ООО;03/02-20 от 03.02.2020, Спецификация №1 от 03.02.2020;0;0.0;0;"Комплектная поставка:   Опора анкерная АО35ГИ-1 для изолированного провода 150 мм2; Подвеска";921961-1;1;0.0;0.0;0.0;0.0;0.0
2476;921961;1;2020-01-26;00000012037;Уголок 125х125х8 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;7894.26;7895.0;0.0;1.0;0.0;АРКТИК СПГ 2 ООО;03/02-20 от 03.02.2020, Спецификация №1 от 03.02.2020;0;0.0;0;"Комплектная поставка:   Опора анкерная АО35ГИ-1 для изолированного провода 150 мм2; Подвеска";921961-1;1;0.0;0.0;0.0;0.0;0.0
2477;921961;1;2020-01-26;00000012146;Уголок 63х63х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;870.28;871.0;0.0;1.0;0.0;АРКТИК СПГ 2 ООО;03/02-20 от 03.02.2020, Спецификация №1 от 03.02.2020;0;0.0;0;"Комплектная поставка:   Опора анкерная АО35ГИ-1 для изолированного провода 150 мм2; Подвеска";921961-1;1;0.0;0.0;0.0;0.0;0.0
2478;921961;1;2020-01-26;00000015431;Уголок 45х45х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;4012.94;4013.0;0.0;1.0;0.0;АРКТИК СПГ 2 ООО;03/02-20 от 03.02.2020, Спецификация №1 от 03.02.2020;0;0.0;0;"Комплектная поставка:   Опора анкерная АО35ГИ-1 для изолированного провода 150 мм2; Подвеска";921961-1;1;0.0;0.0;0.0;0.0;0.0
2484;921963;1;2020-01-26;00000004440;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;0.72;0.72;0.0;1.0;0.0;АРКТИК СПГ 2 ООО;03/02-20 от 03.02.2020, Спецификация №1 от 03.02.2020;0;0.0;0;"Комплектная поставка:   Опора анкерная АО35ГИ-1 для изолированного провода 150 мм2; Подвеска";921963-1;1;0.0;0.0;0.0;0.0;0.0
2485;921963;1;2020-01-26;00000011267;Лист 16 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;413.74;414.0;0.0;1.0;0.0;АРКТИК СПГ 2 ООО;03/02-20 от 03.02.2020, Спецификация №1 от 03.02.2020;0;0.0;0;"Комплектная поставка:   Опора анкерная АО35ГИ-1 для изолированного провода 150 мм2; Подвеска";921963-1;1;0.0;0.0;0.0;0.0;0.0
2486;921963;1;2020-01-26;00000011269;Лист 8 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;442.76;443.0;0.0;1.0;0.0;АРКТИК СПГ 2 ООО;03/02-20 от 03.02.2020, Спецификация №1 от 03.02.2020;0;0.0;0;"Комплектная поставка:   Опора анкерная АО35ГИ-1 для изолированного провода 150 мм2; Подвеска";921963-1;1;0.0;0.0;0.0;0.0;0.0
2487;921963;1;2020-01-26;00000011280;Лист 20 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;922.9;923.0;0.0;1.0;0.0;АРКТИК СПГ 2 ООО;03/02-20 от 03.02.2020, Спецификация №1 от 03.02.2020;0;0.0;0;"Комплектная поставка:   Опора анкерная АО35ГИ-1 для изолированного провода 150 мм2; Подвеска";921963-1;1;0.0;0.0;0.0;0.0;0.0
2488;921963;1;2020-01-26;00000011289;Лист 5 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;83.82;84.0;0.0;1.0;0.0;АРКТИК СПГ 2 ООО;03/02-20 от 03.02.2020, Спецификация №1 от 03.02.2020;0;0.0;0;"Комплектная поставка:   Опора анкерная АО35ГИ-1 для изолированного провода 150 мм2; Подвеска";921963-1;1;0.0;0.0;0.0;0.0;0.0
2489;921963;1;2020-01-26;00000015205;Лист 10 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;506.54;507.0;0.0;1.0;0.0;АРКТИК СПГ 2 ООО;03/02-20 от 03.02.2020, Спецификация №1 от 03.02.2020;0;0.0;0;"Комплектная поставка:   Опора анкерная АО35ГИ-1 для изолированного провода 150 мм2; Подвеска";921963-1;1;0.0;0.0;0.0;0.0;0.0
2490;921963;1;2020-01-26;00000015485;Лист 14 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;386.66;386.66;0.0;1.0;0.0;АРКТИК СПГ 2 ООО;03/02-20 от 03.02.2020, Спецификация №1 от 03.02.2020;0;0.0;0;"Комплектная поставка:   Опора анкерная АО35ГИ-1 для изолированного провода 150 мм2; Подвеска";921963-1;1;0.0;0.0;0.0;0.0;0.0
