Поряд_номер;Номер победы;Партия;Дата запуска;Код;Номенклатура;Количество в заказе;Перемещено;Дефицит;Заказ обеспечен;Пометка удаления;Заказчик;Спецификация;Дата начала факт;Приоритет;Дата поступления КМД;Изделие;Заказ-Партия;Закуп подтвержден;ТН;Списание из Цент склада;Списание из ТН;Списание из Поступлений;Остаток дефицита
2402;921745;1;2020-01-20;00-00000512;Уголок 90х90х7 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;195.112;0.0;0.0;1.0;0.0; НЗНП Трейд;31/18 от 31.10.2019г. , Спецификация №12 от 31.10.2019;0;0.0;0;"Опора анкерная угловая АУО10Г-1Т Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Установка разъединителя на";921745-1;1;0.0;0.0;0.0;0.0;0.0
19;921923;1;2020-01-20;00000011280;Лист 20 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;737.664;738.0;0.0;1.0;0.0;ИНТЭКО;№102/12-19, Спецификация №  1 от 23.12.2019;0;0.0;0;Фундамент ФС.720.2.L.S. Проект: ОЭМЗ-КР-ТП.ФС.35/110/220.001;921923-1;1;0.0;0.0;0.0;0.0;0.0
20;921923;1;2020-01-20;00000011726;Лист 12 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;323.68;324.0;0.0;1.0;0.0;ИНТЭКО;№102/12-19, Спецификация №  1 от 23.12.2019;0;0.0;0;Фундамент ФС.720.2.L.S. Проект: ОЭМЗ-КР-ТП.ФС.35/110/220.001;921923-1;1;0.0;0.0;0.0;0.0;0.0
196;921575;1;2020-01-21;00000004440;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;0.022;0.022;0.0;1.0;0.0;СТРОЙИНВЕСТ ПСК ООО;ПСК-СИ 325/19, Спецификация №  1 от 21.10.2019;0;0.0;0;Анкерно-угловая опора УС110-3+9 Проект: 3079тм;921575-1;1;0.0;0.0;0.0;0.0;0.0
197;921575;1;2020-01-21;00000011267;Лист 16 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;186.227;0.0;0.0;1.0;0.0;СТРОЙИНВЕСТ ПСК ООО;ПСК-СИ 325/19, Спецификация №  1 от 21.10.2019;0;0.0;0;Анкерно-угловая опора УС110-3+9 Проект: 3079тм;921575-1;1;0.0;0.0;0.0;0.0;0.0
198;921575;1;2020-01-21;00000011269;Лист 8 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;128.544;0.0;0.0;1.0;0.0;СТРОЙИНВЕСТ ПСК ООО;ПСК-СИ 325/19, Спецификация №  1 от 21.10.2019;0;0.0;0;Анкерно-угловая опора УС110-3+9 Проект: 3079тм;921575-1;1;0.0;0.0;0.0;0.0;0.0
199;921575;1;2020-01-21;00000011280;Лист 20 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;155.932;0.0;0.0;1.0;0.0;СТРОЙИНВЕСТ ПСК ООО;ПСК-СИ 325/19, Спецификация №  1 от 21.10.2019;0;0.0;0;Анкерно-угловая опора УС110-3+9 Проект: 3079тм;921575-1;1;0.0;0.0;0.0;0.0;0.0
200;921575;1;2020-01-21;00000014979;Лист 6 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;7.3;0.0;0.0;1.0;0.0;СТРОЙИНВЕСТ ПСК ООО;ПСК-СИ 325/19, Спецификация №  1 от 21.10.2019;0;0.0;0;Анкерно-угловая опора УС110-3+9 Проект: 3079тм;921575-1;1;0.0;0.0;0.0;0.0;0.0
201;921575;1;2020-01-21;00000015205;Лист 10 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;363.111;0.0;0.0;1.0;0.0;СТРОЙИНВЕСТ ПСК ООО;ПСК-СИ 325/19, Спецификация №  1 от 21.10.2019;0;0.0;0;Анкерно-угловая опора УС110-3+9 Проект: 3079тм;921575-1;1;0.0;0.0;0.0;0.0;0.0
202;921575;1;2020-01-21;00000011275;Уголок 70х70х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;1977.314;0.0;0.0;1.0;0.0;СТРОЙИНВЕСТ ПСК ООО;ПСК-СИ 325/19, Спецификация №  1 от 21.10.2019;0;0.0;0;Анкерно-угловая опора УС110-3+9 Проект: 3079тм;921575-1;1;0.0;0.0;0.0;0.0;0.0
203;921575;1;2020-01-21;00000011291;Уголок 110х110х8 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;1715.1;0.0;0.0;1.0;0.0;СТРОЙИНВЕСТ ПСК ООО;ПСК-СИ 325/19, Спецификация №  1 от 21.10.2019;0;0.0;0;Анкерно-угловая опора УС110-3+9 Проект: 3079тм;921575-1;1;0.0;0.0;0.0;0.0;0.0
204;921575;1;2020-01-21;00000012037;Уголок 125х125х8 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;628.707;0.0;0.0;1.0;0.0;СТРОЙИНВЕСТ ПСК ООО;ПСК-СИ 325/19, Спецификация №  1 от 21.10.2019;0;0.0;0;Анкерно-угловая опора УС110-3+9 Проект: 3079тм;921575-1;1;0.0;0.0;0.0;0.0;0.0
205;921575;1;2020-01-21;00000012038;Уголок 140х140х9 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;789.338;0.0;0.0;1.0;0.0;СТРОЙИНВЕСТ ПСК ООО;ПСК-СИ 325/19, Спецификация №  1 от 21.10.2019;0;0.0;0;Анкерно-угловая опора УС110-3+9 Проект: 3079тм;921575-1;1;0.0;0.0;0.0;0.0;0.0
206;921575;1;2020-01-21;00000015135;Уголок 50х50х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;180.204;0.0;0.0;1.0;0.0;СТРОЙИНВЕСТ ПСК ООО;ПСК-СИ 325/19, Спецификация №  1 от 21.10.2019;0;0.0;0;Анкерно-угловая опора УС110-3+9 Проект: 3079тм;921575-1;1;0.0;0.0;0.0;0.0;0.0
207;921575;1;2020-01-21;00000015136;Уголок 80х80х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;116.48;0.0;0.0;1.0;0.0;СТРОЙИНВЕСТ ПСК ООО;ПСК-СИ 325/19, Спецификация №  1 от 21.10.2019;0;0.0;0;Анкерно-угловая опора УС110-3+9 Проект: 3079тм;921575-1;1;0.0;0.0;0.0;0.0;0.0
208;921575;1;2020-01-21;00-00000512;Уголок 90х90х7 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;2559.093;0.0;0.0;1.0;0.0;СТРОЙИНВЕСТ ПСК ООО;ПСК-СИ 325/19, Спецификация №  1 от 21.10.2019;0;0.0;0;Анкерно-угловая опора УС110-3+9 Проект: 3079тм;921575-1;1;0.0;0.0;0.0;0.0;0.0
984;921981;1;2020-01-21;00000004440;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;0.095;0.095;0.0;1.0;0.0;НЗМК ООО;55/08-19, Спецификация №  2 от 05.12.2019;0;0.0;0;Стойка металлическая МШП1-10-150 Проект: 6226и;921981-1;1;0.0;0.0;0.0;0.0;0.0
985;921981;1;2020-01-21;00000010905;Лист 6 ГОСТ 19903-74 С345-3 ГОСТ 27772-2015;453.095;454.0;0.0;1.0;0.0;НЗМК ООО;55/08-19, Спецификация №  2 от 05.12.2019;0;0.0;0;Стойка металлическая МШП1-10-150 Проект: 6226и;921981-1;1;0.0;0.0;0.0;0.0;0.0
986;921981;1;2020-01-21;00000010906;Лист 8 ГОСТ 19903-74 С345-3 ГОСТ 27772-2015;37.975;38.0;0.0;1.0;0.0;НЗМК ООО;55/08-19, Спецификация №  2 от 05.12.2019;0;0.0;0;Стойка металлическая МШП1-10-150 Проект: 6226и;921981-1;1;0.0;0.0;0.0;0.0;0.0
987;921981;1;2020-01-21;00000011096;Лист 30 ГОСТ 19903-74 С345-3 ГОСТ 27772-2015;332.765;0.0;0.0;1.0;0.0;НЗМК ООО;55/08-19, Спецификация №  2 от 05.12.2019;0;0.0;0;Стойка металлическая МШП1-10-150 Проект: 6226и;921981-1;1;0.0;0.0;0.0;0.0;0.0
988;921981;1;2020-01-21;00000015607;Швеллер 30 У ГОСТ 8240-89 С345-3 ГОСТ 27772-2015;3392.0;3392.0;0.0;1.0;0.0;НЗМК ООО;55/08-19, Спецификация №  2 от 05.12.2019;0;0.0;0;Стойка металлическая МШП1-10-150 Проект: 6226и;921981-1;1;0.0;0.0;0.0;0.0;0.0
989;921982;1;2020-01-21;00000004440;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;0.12;0.12;0.0;1.0;0.0;НЗМК ООО;55/08-19, Спецификация №  2 от 05.12.2019;0;0.0;0;Стойка металлическая МШП1-12-150 Проект: 6226и;921982-1;1;0.0;0.0;0.0;0.0;0.0
990;921982;1;2020-01-21;00000010905;Лист 6 ГОСТ 19903-74 С345-3 ГОСТ 27772-2015;336.339;337.0;0.0;1.0;0.0;НЗМК ООО;55/08-19, Спецификация №  2 от 05.12.2019;0;0.0;0;Стойка металлическая МШП1-12-150 Проект: 6226и;921982-1;1;0.0;0.0;0.0;0.0;0.0
991;921982;1;2020-01-21;00000010906;Лист 8 ГОСТ 19903-74 С345-3 ГОСТ 27772-2015;22.785;23.0;0.0;1.0;0.0;НЗМК ООО;55/08-19, Спецификация №  2 от 05.12.2019;0;0.0;0;Стойка металлическая МШП1-12-150 Проект: 6226и;921982-1;1;0.0;0.0;0.0;0.0;0.0
992;921982;1;2020-01-21;00000011096;Лист 30 ГОСТ 19903-74 С345-3 ГОСТ 27772-2015;199.659;0.0;0.0;1.0;0.0;НЗМК ООО;55/08-19, Спецификация №  2 от 05.12.2019;0;0.0;0;Стойка металлическая МШП1-12-150 Проект: 6226и;921982-1;1;0.0;0.0;0.0;0.0;0.0
993;921982;1;2020-01-21;00000015607;Швеллер 30 У ГОСТ 8240-89 С345-3 ГОСТ 27772-2015;2544.0;2544.0;0.0;1.0;0.0;НЗМК ООО;55/08-19, Спецификация №  2 от 05.12.2019;0;0.0;0;Стойка металлическая МШП1-12-150 Проект: 6226и;921982-1;1;0.0;0.0;0.0;0.0;0.0
2354;922079;1;2020-01-21;00000011280;Лист 20 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;1814.88;1815.0;0.0;1.0;0.0;ЧТК;104/12-19, Спецификация №1 от 24.12.2019;0;0.0;0;Свая   С1  Чертеж 01 BLB-01-915-ЛС;922079-1;1;0.0;0.0;0.0;0.0;0.0
2355;922079;1;2020-01-21;00000014979;Лист 6 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;21.44;0.0;0.0;1.0;0.0;ЧТК;104/12-19, Спецификация №1 от 24.12.2019;0;0.0;0;Свая   С1  Чертеж 01 BLB-01-915-ЛС;922079-1;1;0.0;0.0;0.0;0.0;0.0
2356;922079;1;2020-01-21;00000015205;Лист 10 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;1032.48;1033.0;0.0;1.0;0.0;ЧТК;104/12-19, Спецификация №1 от 24.12.2019;0;0.0;0;Свая   С1  Чертеж 01 BLB-01-915-ЛС;922079-1;1;0.0;0.0;0.0;0.0;0.0
2357;922079;1;2020-01-21;00000016332;Труба 219х9 ГОСТ 10704-91 09Г2С-12 ГОСТ 19281-2014;34263.76;37890.0;0.0;1.0;0.0;ЧТК;104/12-19, Спецификация №1 от 24.12.2019;0;0.0;0;Свая   С1  Чертеж 01 BLB-01-915-ЛС;922079-1;1;0.0;0.0;0.0;0.0;0.0
3379;0006;1;2020-01-22;00000015205;Лист 10 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;482.259;500.0;0.0;1.0;0.0;0;0;0;0.0;0;Накладки для стыковки трубы сваи для заказа 922079 (1 шт.);0006-1;1;0.0;0.0;0.0;0.0;0.0
3380;0006;1;2020-01-22;00000011270;Лист 4 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;16.43;0.0;0.0;1.0;0.0;0;0;0;0.0;0;Накладки для стыковки трубы сваи для заказа 922079 (1 шт.);0006-1;1;0.0;0.0;0.0;0.0;0.0
0;921922;1;2020-01-22;00000004440;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;0.066;63.774;0.0;1.0;0.0;ИНТЭКО;№102/12-19, Спецификация №  1 от 23.12.2019;0;0.0;0;Опора промежуточная ПГ220-4 Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;921922-1;1;0.0;0.0;0.0;0.0;0.0
