Дата запуска;0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;14.0;15.0;16.0
Дата запуска;2020-02-28 00:00:00;2020-02-29 00:00:00;2020-03-01 00:00:00;2020-03-02 00:00:00;2020-03-03 00:00:00;2020-03-04 00:00:00;2020-03-05 00:00:00;2020-03-06 00:00:00;2020-03-07 00:00:00;2020-03-08 00:00:00;2020-03-09 00:00:00;2020-03-10 00:00:00;2020-03-11 00:00:00;2020-03-13 00:00:00;2020-03-14 00:00:00;2020-03-15 00:00:00
Номенклатура;;;;;;;;;;;;;;;;
Труба 325х9 ГОСТ 8732-78 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1802.616;0.0;0.0;3240.486;0.0;0.0
Труба 351х8 ГОСТ 8732-78 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1278.224;0.0
Труба 36х3 ГОСТ 10704-91 С345-4 ГОСТ 27772-2015;287.778;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Труба 51х3,5 ГОСТ 8732-78 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;81.204;0.0
Труба 530х9 ГОСТ 10704-91 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;185.019;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Труба 70х4 ГОСТ 8732-78 09Г2С-15 ГОСТ 19281-2014;1080.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Труба 73х6 ГОСТ 8732-78 09Г2С-12 ГОСТ 19281-2014;224.97;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Труба 73х8 ГОСТ 8732-78 09Г2С-12 ГОСТ 19821-2014;465.6;0.0;174.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Труба 76х4 ГОСТ 8732-78 09Г2С-15 ГОСТ 19281-2014;66.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Труба ДУ 20х26,8х2,8 ГОСТ 3262-75 ст3 ГОСТ 380-2005;27.276;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Труба ДУ-Ц-Р 32х42,3х3,2 ГОСТ 3262-75 ст3 ГОСТ 380-2005;0.0;145.412;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Труба профильная 140х140х8 ГОСТ 30245-2003 С345-6 ГОСТ 27772-2015;317.164;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Труба профильная 40х40х3 ГОСТ 30245-94 09Г2С-12 ГОСТ 19281-2014;41.012;20.534;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Труба профильная 80х80х4 ГОСТ 30245-94 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;959.0900000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Уголок 100х100х10 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;800.9889999999991;0.0;256.043;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Уголок 100х100х10 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;1537.574;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Уголок 100х100х7 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;119.172;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;587.586;0.0;4243.76;0.0;0.0;0.0
Уголок 100х100х7 ГОСТ 8509-86 09Г2С-15 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;67.859;0.0
Уголок 100х100х7 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;135.718;0.0;0.0;0.0;0.0;0.0;4999.573;0.0;4214.895;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Уголок 100х100х8 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;1205.3559999999998;0.0;0.0;0.0;4900.032;0.0;4900.032;0.0;5523.183;0.0;4900.032;0.0;7043.796;0.0;0.0;0.0
Уголок 110х110х8 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;6943.0019999999995;0.0;0.0;0.0;0.0;0.0;0.0;561.6;0.0;0.0;2246.4;0.0;2417.4
Уголок 125х125х8 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5978.994000000005;0.0;7166.571;0.0;24931.682;0.0;0.0;589.538
Уголок 125х125х8 ГОСТ 8509-86 09Г2С-15 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1566.613;0.0
Уголок 125х125х9 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;101.9609999999991;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Уголок 140х140х10 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;2777.2300000000005;0.0;7772.471;0.0;0.0;0.0;0.0;0.0;0.0;1110.353;0.0;0.0;8882.824;0.0;0.0
Уголок 140х140х12 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;824.8960000000002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Уголок 140х140х9 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6199.814000000001;0.0;0.0;0.0
