Поряд_номер;Номер победы;Партия;Дата запуска;Код;Номенклатура;Количество в заказе;Перемещено;Дефицит;Заказ обеспечен;Пометка удаления;Заказчик;Спецификация;Изделие;Заказ-Партия;ТН;Списание из Цент склада;Списание из ТН;Списание из Поступлений;Остаток дефицита
2178;2139;1;2020-02-05;11269;Лист 8 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;50.52705882;0.0;50.52705882;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;"Комплектная поставка: Опора анкерно-угловая АУ10ГИУ-1 для изолированного провода; Фундамент Ф";2139-1;0.0;50.52705882;0.0;0.0;0.0
2179;2139;1;2020-02-05;11289;Лист 5 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;227.80465116;213.043;14.76165116;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;"Комплектная поставка: Опора анкерно-угловая АУ10ГИУ-1 для изолированного провода; Фундамент Ф";2139-1;0.0;14.76165116;0.0;0.0;0.0
2180;2139;1;2020-02-05;11726;Лист 12 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;23.88965517;31.818;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;"Комплектная поставка: Опора анкерно-угловая АУ10ГИУ-1 для изолированного провода; Фундамент Ф";2139-1;0.0;0.0;0.0;0.0;0.0
2181;2139;1;2020-02-05;14979;Лист 6 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;29.56363636;29.565;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;"Комплектная поставка: Опора анкерно-угловая АУ10ГИУ-1 для изолированного провода; Фундамент Ф";2139-1;0.0;0.0;0.0;0.0;0.0
2182;2139;1;2020-02-05;15205;Лист 10 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;90.18352941;96.25;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;"Комплектная поставка: Опора анкерно-угловая АУ10ГИУ-1 для изолированного провода; Фундамент Ф";2139-1;0.0;0.0;0.0;0.0;0.0
2183;2139;1;2020-02-05;11270;Лист 4 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;962.22580645;885.143;77.08280645;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;"Комплектная поставка: Опора анкерно-угловая АУ10ГИУ-1 для изолированного провода; Фундамент Ф";2139-1;0.0;77.08280645;0.0;0.0;0.0
2184;2139;1;2020-02-05;11265;Круг 16 ГОСТ 2590-88 09Г2С-12 ГОСТ 19281-2014;4.2;0.0;4.2;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;"Комплектная поставка: Опора анкерно-угловая АУ10ГИУ-1 для изолированного провода; Фундамент Ф";2139-1;0.0;4.2;0.0;0.0;0.0
2185;2139;1;2020-02-05;14228;Круг 16 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014;21.42;0.0;21.42;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;"Комплектная поставка: Опора анкерно-угловая АУ10ГИУ-1 для изолированного провода; Фундамент Ф";2139-1;0.0;21.42;0.0;0.0;0.0
2186;2139;1;2020-02-05;15520;Труба 219х8 ГОСТ 10704-91 09Г2С-12 ГОСТ 19281-2014;174.84;0.0;174.84;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;"Комплектная поставка: Опора анкерно-угловая АУ10ГИУ-1 для изолированного провода; Фундамент Ф";2139-1;0.0;174.84;0.0;0.0;0.0
2187;2139;1;2020-02-05;11268;Уголок 32х32х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;90.85483871;0.0;90.85483871;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;"Комплектная поставка: Опора анкерно-угловая АУ10ГИУ-1 для изолированного провода; Фундамент Ф";2139-1;0.0;90.85483871;0.0;0.0;0.0
2188;2139;1;2020-02-05;14587;Уголок 100х100х10 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;201.09130435;0.0;201.09130435;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;"Комплектная поставка: Опора анкерно-угловая АУ10ГИУ-1 для изолированного провода; Фундамент Ф";2139-1;0.0;201.09130435;0.0;0.0;0.0
2189;2139;1;2020-02-05;11285;Швеллер 18 П ГОСТ 8240-89 09Г2С-12 ГОСТ 19281-2014;72.96315789;0.0;72.96315789;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;"Комплектная поставка: Опора анкерно-угловая АУ10ГИУ-1 для изолированного провода; Фундамент Ф";2139-1;0.0;72.96315789;0.0;0.0;0.0
2190;2139;1;2020-02-05;13009;Швеллер 10 П ГОСТ 8240-89 09Г2С-12 ГОСТ 19281-2014;30.48064516;30.48;0.00064516;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;"Комплектная поставка: Опора анкерно-угловая АУ10ГИУ-1 для изолированного провода; Фундамент Ф";2139-1;0.0;0.00064516;0.0;0.0;0.0
2207;2142;1;2020-02-05;4440;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;0.02222222;0.0;0.02222222;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";2142-1;0.0;0.0;0.0;0.0;0.02222222
2208;2142;1;2020-02-05;11269;Лист 8 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;16.84235294;0.0;16.84235294;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";2142-1;0.0;16.84235294;0.0;0.0;0.0
2209;2142;1;2020-02-05;11289;Лист 5 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;75.93488372;70.652;5.28288372;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";2142-1;0.0;5.28288372;0.0;0.0;0.0
2210;2142;1;2020-02-05;11726;Лист 12 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;7.96321839;0.0;7.96321839;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";2142-1;0.0;7.96321839;0.0;0.0;0.0
2211;2142;1;2020-02-05;14979;Лист 6 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;15.55227273;17.949;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";2142-1;0.0;0.0;0.0;0.0;0.0
2212;2142;1;2020-02-05;15205;Лист 10 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;30.06117647;30.061;0.00017647;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";2142-1;0.0;0.00017647;0.0;0.0;0.0
2213;2142;1;2020-02-05;11270;Лист 4 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;326.19354839;333.328;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";2142-1;0.0;0.0;0.0;0.0;0.0
2214;2142;1;2020-02-05;14228;Круг 16 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014;8.60888889;0.0;8.60888889;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";2142-1;0.0;8.60888889;0.0;0.0;0.0
2215;2142;1;2020-02-05;15520;Труба 219х8 ГОСТ 10704-91 09Г2С-12 ГОСТ 19281-2014;58.28;0.0;58.28;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";2142-1;0.0;58.28;0.0;0.0;0.0
2216;2142;1;2020-02-05;11268;Уголок 32х32х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;30.28494624;0.0;30.28494624;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";2142-1;0.0;30.28494624;0.0;0.0;0.0
2217;2142;1;2020-02-05;11278;Уголок 50х50х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;12.63763441;0.0;12.63763441;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";2142-1;0.0;12.63763441;0.0;0.0;0.0
2218;2142;1;2020-02-05;11284;Уголок 90х90х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;2.64588235;0.0;2.64588235;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";2142-1;0.0;2.64588235;0.0;0.0;0.0
2219;2142;1;2020-02-05;11286;Уголок 75х75х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;2.47173913;0.0;2.47173913;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";2142-1;0.0;2.47173913;0.0;0.0;0.0
2220;2142;1;2020-02-05;12146;Уголок 63х63х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;2.22365591;0.0;2.22365591;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";2142-1;0.0;2.22365591;0.0;0.0;0.0
2221;2142;1;2020-02-05;14587;Уголок 100х100х10 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;67.03043478;0.0;67.03043478;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";2142-1;0.0;67.03043478;0.0;0.0;0.0
2222;2142;1;2020-02-05;11285;Швеллер 18 П ГОСТ 8240-89 09Г2С-12 ГОСТ 19281-2014;17.80105263;0.0;17.80105263;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";2142-1;0.0;17.80105263;0.0;0.0;0.0
2223;2142;1;2020-02-05;13009;Швеллер 10 П ГОСТ 8240-89 09Г2С-12 ГОСТ 19281-2014;9.97634409;9.976;0.00034409;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";2142-1;0.0;0.00034409;0.0;0.0;0.0
2242;2144;1;2020-02-05;4440;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;0.02222222;0.0;0.02222222;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";2144-1;0.0;0.0;0.0;0.0;0.02222222
2243;2144;1;2020-02-05;11269;Лист 8 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;16.84235294;0.0;16.84235294;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";2144-1;0.0;16.84235294;0.0;0.0;0.0
2244;2144;1;2020-02-05;11289;Лист 5 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;75.93488372;70.652;5.28288372;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";2144-1;0.0;5.28288372;0.0;0.0;0.0
2245;2144;1;2020-02-05;11726;Лист 12 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;7.96321839;0.0;7.96321839;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";2144-1;0.0;7.96321839;0.0;0.0;0.0
2246;2144;1;2020-02-05;14979;Лист 6 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;15.55227273;17.949;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";2144-1;0.0;0.0;0.0;0.0;0.0
2247;2144;1;2020-02-05;15205;Лист 10 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;30.06117647;30.061;0.00017647;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";2144-1;0.0;0.00017647;0.0;0.0;0.0
2248;2144;1;2020-02-05;11270;Лист 4 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;326.19354839;333.328;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";2144-1;0.0;0.0;0.0;0.0;0.0
2249;2144;1;2020-02-05;14228;Круг 16 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014;7.14;0.0;7.14;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";2144-1;0.0;7.14;0.0;0.0;0.0
2250;2144;1;2020-02-05;15520;Труба 219х8 ГОСТ 10704-91 09Г2С-12 ГОСТ 19281-2014;58.28;0.0;58.28;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";2144-1;0.0;58.28;0.0;0.0;0.0
2251;2144;1;2020-02-05;11268;Уголок 32х32х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;30.28494624;0.0;30.28494624;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";2144-1;0.0;30.28494624;0.0;0.0;0.0
2252;2144;1;2020-02-05;11278;Уголок 50х50х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;12.63763441;0.0;12.63763441;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";2144-1;0.0;12.63763441;0.0;0.0;0.0
2253;2144;1;2020-02-05;11286;Уголок 75х75х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;2.47173913;0.0;2.47173913;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";2144-1;0.0;2.47173913;0.0;0.0;0.0
2254;2144;1;2020-02-05;12146;Уголок 63х63х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;2.22365591;0.0;2.22365591;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";2144-1;0.0;2.22365591;0.0;0.0;0.0
2255;2144;1;2020-02-05;14587;Уголок 100х100х10 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;67.03043478;0.0;67.03043478;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";2144-1;0.0;67.03043478;0.0;0.0;0.0
2256;2144;1;2020-02-05;11285;Швеллер 18 П ГОСТ 8240-89 09Г2С-12 ГОСТ 19281-2014;17.80105263;0.0;17.80105263;0.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";2144-1;0.0;17.80105263;0.0;0.0;0.0
2064;286;1;2020-02-05;4440;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;0.06666667;0.0;0.06666667;0.0;0.0;ТД ЕВРОСИБЭНЕРГО ООО;ТД/07-1/834 от 30.05.2019, Спецификация №6 Тулун от 17.01.2020;Анкерно-угловая опора У35-1т+5 Проект: 3078тм;286-1;0.0;0.0;0.0;0.0;0.06666667
2065;286;1;2020-02-05;11267;Лист 16 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;625.59529412;0.0;625.59529412;0.0;0.0;ТД ЕВРОСИБЭНЕРГО ООО;ТД/07-1/834 от 30.05.2019, Спецификация №6 Тулун от 17.01.2020;Анкерно-угловая опора У35-1т+5 Проект: 3078тм;286-1;0.0;625.59529412;0.0;0.0;0.0
2066;286;1;2020-02-05;11269;Лист 8 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;559.55294118;0.0;559.55294118;0.0;0.0;ТД ЕВРОСИБЭНЕРГО ООО;ТД/07-1/834 от 30.05.2019, Спецификация №6 Тулун от 17.01.2020;Анкерно-угловая опора У35-1т+5 Проект: 3078тм;286-1;0.0;559.55294118;0.0;0.0;0.0
2067;286;1;2020-02-05;14979;Лист 6 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;69.88636364;69.885;0.00136364;0.0;0.0;ТД ЕВРОСИБЭНЕРГО ООО;ТД/07-1/834 от 30.05.2019, Спецификация №6 Тулун от 17.01.2020;Анкерно-угловая опора У35-1т+5 Проект: 3078тм;286-1;0.0;0.00136364;0.0;0.0;0.0
2068;286;1;2020-02-05;15205;Лист 10 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;310.05176471;0.0;310.05176471;0.0;0.0;ТД ЕВРОСИБЭНЕРГО ООО;ТД/07-1/834 от 30.05.2019, Спецификация №6 Тулун от 17.01.2020;Анкерно-угловая опора У35-1т+5 Проект: 3078тм;286-1;0.0;310.05176471;0.0;0.0;0.0
2069;286;1;2020-02-05;11275;Уголок 70х70х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;1932.64565217;0.0;1932.64565217;0.0;0.0;ТД ЕВРОСИБЭНЕРГО ООО;ТД/07-1/834 от 30.05.2019, Спецификация №6 Тулун от 17.01.2020;Анкерно-угловая опора У35-1т+5 Проект: 3078тм;286-1;0.0;1932.64565217;0.0;0.0;0.0
2070;286;1;2020-02-05;11281;Уголок 100х100х7 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;1287.75652174;0.0;1287.75652174;0.0;0.0;ТД ЕВРОСИБЭНЕРГО ООО;ТД/07-1/834 от 30.05.2019, Спецификация №6 Тулун от 17.01.2020;Анкерно-угловая опора У35-1т+5 Проект: 3078тм;286-1;0.0;1287.75652174;0.0;0.0;0.0
2071;286;1;2020-02-05;11291;Уголок 110х110х8 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;2412.0;0.0;2412.0;0.0;0.0;ТД ЕВРОСИБЭНЕРГО ООО;ТД/07-1/834 от 30.05.2019, Спецификация №6 Тулун от 17.01.2020;Анкерно-угловая опора У35-1т+5 Проект: 3078тм;286-1;0.0;2412.0;0.0;0.0;0.0
2072;286;1;2020-02-05;12038;Уголок 140х140х9 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;1309.53333333;0.0;1309.53333333;0.0;0.0;ТД ЕВРОСИБЭНЕРГО ООО;ТД/07-1/834 от 30.05.2019, Спецификация №6 Тулун от 17.01.2020;Анкерно-угловая опора У35-1т+5 Проект: 3078тм;286-1;0.0;1309.53333333;0.0;0.0;0.0
2073;286;1;2020-02-05;12146;Уголок 63х63х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;3650.91935484;0.0;3650.91935484;0.0;0.0;ТД ЕВРОСИБЭНЕРГО ООО;ТД/07-1/834 от 30.05.2019, Спецификация №6 Тулун от 17.01.2020;Анкерно-угловая опора У35-1т+5 Проект: 3078тм;286-1;0.0;3650.91935484;0.0;0.0;0.0
2074;286;1;2020-02-05;15135;Уголок 50х50х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;197.56129032;0.0;197.56129032;0.0;0.0;ТД ЕВРОСИБЭНЕРГО ООО;ТД/07-1/834 от 30.05.2019, Спецификация №6 Тулун от 17.01.2020;Анкерно-угловая опора У35-1т+5 Проект: 3078тм;286-1;0.0;197.56129032;0.0;0.0;0.0
2075;286;1;2020-02-05;15136;Уголок 80х80х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;807.84130435;0.0;807.84130435;0.0;0.0;ТД ЕВРОСИБЭНЕРГО ООО;ТД/07-1/834 от 30.05.2019, Спецификация №6 Тулун от 17.01.2020;Анкерно-угловая опора У35-1т+5 Проект: 3078тм;286-1;0.0;807.84130435;0.0;0.0;0.0
2076;286;1;2020-02-05;00-00000512;Уголок 90х90х7 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;1187.0;0.0;1187.0;0.0;0.0;ТД ЕВРОСИБЭНЕРГО ООО;ТД/07-1/834 от 30.05.2019, Спецификация №6 Тулун от 17.01.2020;Анкерно-угловая опора У35-1т+5 Проект: 3078тм;286-1;0.0;1187.0;0.0;0.0;0.0
2050;287;1;2020-02-05;4440;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;0.02222222;0.0;0.02222222;0.0;0.0;ТД ЕВРОСИБЭНЕРГО ООО;ТД/07-1/834 от 30.05.2019, Спецификация №4 (Тулун) от 17.01.2020;Анкерно-угловая опора У110-2+9 Проект: 3078тм;287-1;0.0;0.0;0.0;0.0;0.02222222
2051;287;1;2020-02-05;11267;Лист 16 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;186.88235294;0.0;186.88235294;0.0;0.0;ТД ЕВРОСИБЭНЕРГО ООО;ТД/07-1/834 от 30.05.2019, Спецификация №4 (Тулун) от 17.01.2020;Анкерно-угловая опора У110-2+9 Проект: 3078тм;287-1;0.0;186.88235294;0.0;0.0;0.0
2052;287;1;2020-02-05;11269;Лист 8 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;82.82352941;0.0;82.82352941;0.0;0.0;ТД ЕВРОСИБЭНЕРГО ООО;ТД/07-1/834 от 30.05.2019, Спецификация №4 (Тулун) от 17.01.2020;Анкерно-угловая опора У110-2+9 Проект: 3078тм;287-1;0.0;82.82352941;0.0;0.0;0.0
2053;287;1;2020-02-05;12986;Лист 25 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;190.75324675;0.0;190.75324675;0.0;0.0;ТД ЕВРОСИБЭНЕРГО ООО;ТД/07-1/834 от 30.05.2019, Спецификация №4 (Тулун) от 17.01.2020;Анкерно-угловая опора У110-2+9 Проект: 3078тм;287-1;0.0;190.75324675;0.0;0.0;0.0
2054;287;1;2020-02-05;14979;Лист 6 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;5.53636364;0.0;5.53636364;0.0;0.0;ТД ЕВРОСИБЭНЕРГО ООО;ТД/07-1/834 от 30.05.2019, Спецификация №4 (Тулун) от 17.01.2020;Анкерно-угловая опора У110-2+9 Проект: 3078тм;287-1;0.0;5.53636364;0.0;0.0;0.0
