Поряд_номер;Номер победы;Партия;Дата запуска;Код;Номенклатура;Количество в заказе;Перемещено;Дефицит;Заказ обеспечен;Пометка удаления;Заказчик;Спецификация;Заказ-Партия;ТН;Списание из Цент склада;Списание из ТН;Списание из Поступлений;Остаток дефицита
599;921636;1;2020-01-03;11285;Швеллер 18 П ГОСТ 8240-89 09Г2С-12 ГОСТ 19281-2014;277.95789474;0.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921636-1;0.0;0.0;0.0;0.0;0.0
535;921637;1;2020-01-03;4440;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;0.04444444;0.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921637-1;0.0;0.0;0.0;0.0;0.0
541;921637;1;2020-01-03;11269;Лист 8 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;143.73882353;0.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921637-1;0.0;0.0;0.0;0.0;0.0
545;921637;1;2020-01-03;11271;Лист 3 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;1.98315789;0.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921637-1;0.0;0.0;0.0;0.0;0.0
549;921637;1;2020-01-03;11280;Лист 20 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;305.24675325;0.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921637-1;0.0;0.0;0.0;0.0;0.0
556;921637;1;2020-01-03;11726;Лист 12 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;12.27586207;0.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921637-1;0.0;0.0;0.0;0.0;0.0
560;921637;1;2020-01-03;14979;Лист 6 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;63.44090909;0.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921637-1;0.0;0.0;0.0;0.0;0.0
564;921637;1;2020-01-03;15205;Лист 10 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;75.65647059;0.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921637-1;0.0;0.0;0.0;0.0;0.0
568;921637;1;2020-01-03;11270;Лист 4 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;3.40860215;0.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921637-1;0.0;0.0;0.0;0.0;0.0
572;921637;1;2020-01-03;11265;Круг 16 ГОСТ 2590-88 09Г2С-12 ГОСТ 19281-2014;11.2;0.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921637-1;0.0;0.0;0.0;0.0;0.0
576;921637;1;2020-01-03;11275;Уголок 70х70х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;24.72608696;0.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921637-1;0.0;0.0;0.0;0.0;0.0
583;921637;1;2020-01-03;11283;Уголок 40х40х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;248.17204301;0.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921637-1;0.0;0.0;0.0;0.0;0.0
587;921637;1;2020-01-03;11284;Уголок 90х90х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;397.48705882;0.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921637-1;0.0;0.0;0.0;0.0;0.0
592;921637;1;2020-01-03;12036;Уголок 100х100х8 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;415.43478261;0.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921637-1;0.0;0.0;0.0;0.0;0.0
596;921637;1;2020-01-03;12146;Уголок 63х63х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;3.65591398;0.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921637-1;0.0;0.0;0.0;0.0;0.0
600;921637;1;2020-01-03;11285;Швеллер 18 П ГОСТ 8240-89 09Г2С-12 ГОСТ 19281-2014;92.65263158;0.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921637-1;0.0;0.0;0.0;0.0;0.0
536;921639;1;2020-01-03;4440;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;0.04444444;0.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921639-1;0.0;0.0;0.0;0.0;0.0
538;921639;1;2020-01-03;11267;Лист 16 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;545.89647059;0.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921639-1;0.0;0.0;0.0;0.0;0.0
542;921639;1;2020-01-03;11269;Лист 8 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;18.61647059;0.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921639-1;0.0;0.0;0.0;0.0;0.0
546;921639;1;2020-01-03;11271;Лист 3 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;1.98315789;0.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921639-1;0.0;0.0;0.0;0.0;0.0
550;921639;1;2020-01-03;11280;Лист 20 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;1165.63116883;0.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921639-1;0.0;0.0;0.0;0.0;0.0
553;921639;1;2020-01-03;11289;Лист 5 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;6.63488372;0.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921639-1;0.0;0.0;0.0;0.0;0.0
557;921639;1;2020-01-03;11726;Лист 12 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;12.27586207;0.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921639-1;0.0;0.0;0.0;0.0;0.0
561;921639;1;2020-01-03;14979;Лист 6 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;63.44090909;0.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921639-1;0.0;0.0;0.0;0.0;0.0
565;921639;1;2020-01-03;15205;Лист 10 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;113.94352941;0.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921639-1;0.0;0.0;0.0;0.0;0.0
569;921639;1;2020-01-03;11270;Лист 4 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;14.34623656;0.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921639-1;0.0;0.0;0.0;0.0;0.0
573;921639;1;2020-01-03;11265;Круг 16 ГОСТ 2590-88 09Г2С-12 ГОСТ 19281-2014;11.2;0.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921639-1;0.0;0.0;0.0;0.0;0.0
577;921639;1;2020-01-03;11275;Уголок 70х70х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;19.86304348;0.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921639-1;0.0;0.0;0.0;0.0;0.0
580;921639;1;2020-01-03;11278;Уголок 50х50х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;42.04946237;0.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921639-1;0.0;0.0;0.0;0.0;0.0
584;921639;1;2020-01-03;11283;Уголок 40х40х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;248.17204301;0.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921639-1;0.0;0.0;0.0;0.0;0.0
588;921639;1;2020-01-03;11284;Уголок 90х90х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;397.48705882;0.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921639-1;0.0;0.0;0.0;0.0;0.0
593;921639;1;2020-01-03;12036;Уголок 100х100х8 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;415.43478261;0.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921639-1;0.0;0.0;0.0;0.0;0.0
597;921639;1;2020-01-03;12146;Уголок 63х63х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;3.65591398;0.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921639-1;0.0;0.0;0.0;0.0;0.0
601;921639;1;2020-01-03;11285;Швеллер 18 П ГОСТ 8240-89 09Г2С-12 ГОСТ 19281-2014;92.65263158;0.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921639-1;0.0;0.0;0.0;0.0;0.0
537;921644;1;2020-01-03;4440;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;0.02222222;0.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921644-1;0.0;0.0;0.0;0.0;0.0
539;921644;1;2020-01-03;11267;Лист 16 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;272.94823529;0.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921644-1;0.0;0.0;0.0;0.0;0.0
543;921644;1;2020-01-03;11269;Лист 8 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;9.30823529;0.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921644-1;0.0;0.0;0.0;0.0;0.0
547;921644;1;2020-01-03;11271;Лист 3 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;0.99157895;0.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921644-1;0.0;0.0;0.0;0.0;0.0
551;921644;1;2020-01-03;11280;Лист 20 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;582.81558442;0.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921644-1;0.0;0.0;0.0;0.0;0.0
554;921644;1;2020-01-03;11289;Лист 5 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;3.31744186;0.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921644-1;0.0;0.0;0.0;0.0;0.0
558;921644;1;2020-01-03;11726;Лист 12 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;6.13793103;0.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921644-1;0.0;0.0;0.0;0.0;0.0
562;921644;1;2020-01-03;14979;Лист 6 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;31.72045455;0.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921644-1;0.0;0.0;0.0;0.0;0.0
566;921644;1;2020-01-03;15205;Лист 10 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;56.97176471;0.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921644-1;0.0;0.0;0.0;0.0;0.0
570;921644;1;2020-01-03;11270;Лист 4 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;7.17311828;0.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921644-1;0.0;0.0;0.0;0.0;0.0
574;921644;1;2020-01-03;11265;Круг 16 ГОСТ 2590-88 09Г2С-12 ГОСТ 19281-2014;5.6;0.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921644-1;0.0;0.0;0.0;0.0;0.0
578;921644;1;2020-01-03;11275;Уголок 70х70х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;9.93152174;0.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921644-1;0.0;0.0;0.0;0.0;0.0
581;921644;1;2020-01-03;11278;Уголок 50х50х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;21.02473118;0.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921644-1;0.0;0.0;0.0;0.0;0.0
585;921644;1;2020-01-03;11283;Уголок 40х40х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;124.08602151;0.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921644-1;0.0;0.0;0.0;0.0;0.0
589;921644;1;2020-01-03;11284;Уголок 90х90х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;198.74352941;0.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921644-1;0.0;0.0;0.0;0.0;0.0
594;921644;1;2020-01-03;12036;Уголок 100х100х8 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;207.7173913;0.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921644-1;0.0;0.0;0.0;0.0;0.0
598;921644;1;2020-01-03;12146;Уголок 63х63х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;1.82795699;0.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921644-1;0.0;0.0;0.0;0.0;0.0
602;921644;1;2020-01-03;11285;Швеллер 18 П ГОСТ 8240-89 09Г2С-12 ГОСТ 19281-2014;46.32631579;0.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921644-1;0.0;0.0;0.0;0.0;0.0
2486;921988;2;2020-01-03;4440;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;0.15555556;0.0;0.0;1.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №2 от 24.01.2020;921988-2;0.0;0.0;0.0;0.0;0.0
2487;921988;2;2020-01-03;13210;Лист 6 ГОСТ 19903-74 С345-6 ГОСТ 27772-2015;38.75454545;0.0;0.0;1.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №2 от 24.01.2020;921988-2;0.0;0.0;0.0;0.0;0.0
2488;921988;2;2020-01-03;13211;Лист 8 ГОСТ 19903-74 С345-6 ГОСТ 27772-2015;568.20235294;0.0;0.0;1.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №2 от 24.01.2020;921988-2;0.0;0.0;0.0;0.0;0.0
2489;921988;2;2020-01-03;13777;Лист 10 ГОСТ 19903-74 С345-6 ГОСТ 27772-2015;3417.18588235;0.0;0.0;1.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №2 от 24.01.2020;921988-2;0.0;0.0;0.0;0.0;0.0
2490;921988;2;2020-01-03;13778;Лист 16 ГОСТ 19903-74 С345-6 ГОСТ 27772-2015;1308.17647059;0.0;0.0;1.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №2 от 24.01.2020;921988-2;0.0;0.0;0.0;0.0;0.0
2491;921988;2;2020-01-03;13787;Лист 25 ГОСТ 19903-74 С345-6 ГОСТ 27772-2015;1335.27272727;0.0;0.0;1.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №2 от 24.01.2020;921988-2;0.0;0.0;0.0;0.0;0.0
2492;921988;2;2020-01-03;10749;Уголок 140х140х10 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;7772.47058824;0.0;0.0;1.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №2 от 24.01.2020;921988-2;0.0;0.0;0.0;0.0;0.0
2493;921988;2;2020-01-03;13219;Уголок 70х70х6 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;17243.64782609;0.0;0.0;1.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №2 от 24.01.2020;921988-2;0.0;0.0;0.0;0.0;0.0
2494;921988;2;2020-01-03;13220;Уголок 90х90х7 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;12689.24222222;0.0;0.0;1.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №2 от 24.01.2020;921988-2;0.0;0.0;0.0;0.0;0.0
2495;921988;2;2020-01-03;13903;Уголок 160х160х10 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;7723.95909091;0.0;0.0;1.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №2 от 24.01.2020;921988-2;0.0;0.0;0.0;0.0;0.0
2496;921988;2;2020-01-03;14107;Уголок 180х180х11 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;5078.80470588;0.0;0.0;1.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №2 от 24.01.2020;921988-2;0.0;0.0;0.0;0.0;0.0
2497;921988;2;2020-01-03;14788;Уголок 80х80х6 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;3895.34782609;0.0;0.0;1.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №2 от 24.01.2020;921988-2;0.0;0.0;0.0;0.0;0.0
2498;921988;2;2020-01-03;15448;Уголок 50х50х4 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;1261.43010753;0.0;0.0;1.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №2 от 24.01.2020;921988-2;0.0;0.0;0.0;0.0;0.0
2499;921988;2;2020-01-03;14287;Уголок 110х110х8 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;7954.8;0.0;0.0;1.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №2 от 24.01.2020;921988-2;0.0;0.0;0.0;0.0;0.0
604;921237;1;2020-01-04;4440;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;0.11111111;0.0;0.0;1.0;0.0;ГПН-РАЗВИТИЕ ООО;ДП_44114_30915_33518, Спецификация №  13(1527) от 19.09.2019;921237-1;0.0;0.0;0.0;0.0;0.0
611;921237;1;2020-01-04;14568;Лист 12 ГОСТ 19903-74 345-09Г2С-8 ГОСТ 19281-2014;293.51724138;294.0;0.0;1.0;0.0;ГПН-РАЗВИТИЕ ООО;ДП_44114_30915_33518, Спецификация №  13(1527) от 19.09.2019;921237-1;0.0;0.0;0.0;0.0;0.0
612;921237;1;2020-01-04;14569;Лист 20 ГОСТ 19903-74 345-09Г2С-8 ГОСТ 19281-2014;1164.31818182;1388.0;0.0;1.0;0.0;ГПН-РАЗВИТИЕ ООО;ДП_44114_30915_33518, Спецификация №  13(1527) от 19.09.2019;921237-1;0.0;0.0;0.0;0.0;0.0
616;921237;1;2020-01-04;13980;Лист 4 ГОСТ 19903-74 С345-5 ГОСТ 27772-2015;0.0;13.0;0.0;1.0;0.0;ГПН-РАЗВИТИЕ ООО;ДП_44114_30915_33518, Спецификация №  13(1527) от 19.09.2019;921237-1;0.0;0.0;0.0;0.0;0.0
617;921237;1;2020-01-04;13979;Лист 8 ГОСТ 19903-74 С345-5 ГОСТ 27772-2015;0.0;235.0;0.0;1.0;0.0;ГПН-РАЗВИТИЕ ООО;ДП_44114_30915_33518, Спецификация №  13(1527) от 19.09.2019;921237-1;0.0;0.0;0.0;0.0;0.0
619;921237;1;2020-01-04;14032;Лист 20 ГОСТ 19903-74 С345-5 ГОСТ 27772-2015;0.0;1388.0;0.0;1.0;0.0;ГПН-РАЗВИТИЕ ООО;ДП_44114_30915_33518, Спецификация №  13(1527) от 19.09.2019;921237-1;0.0;0.0;0.0;0.0;0.0
621;921237;1;2020-01-04;14025;Круг 16 ГОСТ 2590-2006 С345-5 ГОСТ 27772-2015;0.0;19.0;0.0;1.0;0.0;ГПН-РАЗВИТИЕ ООО;ДП_44114_30915_33518, Спецификация №  13(1527) от 19.09.2019;921237-1;0.0;0.0;0.0;0.0;0.0
632;921237;1;2020-01-04;14033;Уголок 100х100х8 ГОСТ 8509-86 С345-5 ГОСТ 27772-2015;0.0;1039.0;0.0;1.0;0.0;ГПН-РАЗВИТИЕ ООО;ДП_44114_30915_33518, Спецификация №  13(1527) от 19.09.2019;921237-1;0.0;0.0;0.0;0.0;0.0
633;921237;1;2020-01-04;14034;Уголок 40х40х4 ГОСТ 8509-86 С345-5 ГОСТ 27772-2015;0.0;720.0;0.0;1.0;0.0;ГПН-РАЗВИТИЕ ООО;ДП_44114_30915_33518, Спецификация №  13(1527) от 19.09.2019;921237-1;0.0;0.0;0.0;0.0;0.0
637;921237;1;2020-01-04;14541;Уголок 90х90х7 ГОСТ 8509-86 С345-5 ГОСТ 27772-2015;0.0;1084.0;0.0;1.0;0.0;ГПН-РАЗВИТИЕ ООО;ДП_44114_30915_33518, Спецификация №  13(1527) от 19.09.2019;921237-1;0.0;0.0;0.0;0.0;0.0
640;921237;1;2020-01-04;15384;Швеллер 18 У ГОСТ 8240-89 С345-5 ГОСТ 27772-2015;0.0;107.0;0.0;1.0;0.0;ГПН-РАЗВИТИЕ ООО;ДП_44114_30915_33518, Спецификация №  13(1527) от 19.09.2019;921237-1;0.0;0.0;0.0;0.0;0.0
643;921237;1;2020-01-04;00-00001148;Круг 16 ГОСТ 2590-2006 С345-5-ГК ГОСТ 27772-2015;18.66666667;0.0;0.0;1.0;0.0;ГПН-РАЗВИТИЕ ООО;ДП_44114_30915_33518, Спецификация №  13(1527) от 19.09.2019;921237-1;0.0;0.0;0.0;0.0;0.0
645;921237;1;2020-01-04;00-00001149;Лист 20 ГОСТ 19903-74 С345-5-ГК ГОСТ 27772-2015;222.77922078;0.0;0.0;1.0;0.0;ГПН-РАЗВИТИЕ ООО;ДП_44114_30915_33518, Спецификация №  13(1527) от 19.09.2019;921237-1;0.0;0.0;0.0;0.0;0.0
647;921237;1;2020-01-04;00-00001150;Лист 4 ГОСТ 19903-74 С345-5-ГК ГОСТ 27772-2015;12.69892473;0.0;0.0;1.0;0.0;ГПН-РАЗВИТИЕ ООО;ДП_44114_30915_33518, Спецификация №  13(1527) от 19.09.2019;921237-1;0.0;0.0;0.0;0.0;0.0
649;921237;1;2020-01-04;00-00001151;Лист 6 ГОСТ 19903-74 С345-5-ГК ГОСТ 27772-2015;24.40909091;0.0;0.0;1.0;0.0;ГПН-РАЗВИТИЕ ООО;ДП_44114_30915_33518, Спецификация №  13(1527) от 19.09.2019;921237-1;0.0;0.0;0.0;0.0;0.0
651;921237;1;2020-01-04;00-00001152;Лист 8 ГОСТ 19903-74 С345-5-ГК ГОСТ 27772-2015;234.35294118;0.0;0.0;1.0;0.0;ГПН-РАЗВИТИЕ ООО;ДП_44114_30915_33518, Спецификация №  13(1527) от 19.09.2019;921237-1;0.0;0.0;0.0;0.0;0.0
653;921237;1;2020-01-04;00-00001153;Уголок 100х100х8 ГОСТ 8509-86 С345-5-ГК ГОСТ 27772-2015;1038.58695652;0.0;0.0;1.0;0.0;ГПН-РАЗВИТИЕ ООО;ДП_44114_30915_33518, Спецификация №  13(1527) от 19.09.2019;921237-1;0.0;0.0;0.0;0.0;0.0
654;921237;1;2020-01-04;00-00001154;Уголок 32х32х4 ГОСТ 8509-86 С345-5-ГК ГОСТ 27772-2015;33.27419355;0.0;0.0;1.0;0.0;ГПН-РАЗВИТИЕ ООО;ДП_44114_30915_33518, Спецификация №  13(1527) от 19.09.2019;921237-1;0.0;0.0;0.0;0.0;0.0
656;921237;1;2020-01-04;00-00001155;Уголок 40х40х4 ГОСТ 8509-86 С345-5-ГК ГОСТ 27772-2015;719.72043011;0.0;0.0;1.0;0.0;ГПН-РАЗВИТИЕ ООО;ДП_44114_30915_33518, Спецификация №  13(1527) от 19.09.2019;921237-1;0.0;0.0;0.0;0.0;0.0
