Поряд_номер;Номер победы;Партия;Дата запуска;Код;Номенклатура;Количество в заказе;Перемещено;Дефицит;Заказ обеспечен;Пометка удаления;Заказчик;Спецификация;Заказ-Партия;ТН;Списание из Цент склада;Списание из ТН;Списание из Поступлений;Остаток дефицита
658;921237;1;2020-01-04;00-00001156;Уголок 90х90х7 ГОСТ 8509-86 С345-5-ГК ГОСТ 27772-2015;1083.95555556;0.0;0.0;1.0;0.0;ГПН-РАЗВИТИЕ ООО;ДП_44114_30915_33518, Спецификация №  13(1527) от 19.09.2019;921237-1;0.0;0.0;0.0;0.0;0.0
660;921237;1;2020-01-04;00-00001157;Швеллер 18 У ГОСТ 8240-89 С345-5-ГК ГОСТ 27772-2015;106.37894737;0.0;0.0;1.0;0.0;ГПН-РАЗВИТИЕ ООО;ДП_44114_30915_33518, Спецификация №  13(1527) от 19.09.2019;921237-1;0.0;0.0;0.0;0.0;0.0
605;921238;1;2020-01-04;4440;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;0.08888889;0.0;0.0;1.0;0.0;ГПН-РАЗВИТИЕ ООО;ДП_44114_30915_33518, Спецификация №  13(1527) от 19.09.2019;921238-1;0.0;0.0;0.0;0.0;0.0
608;921238;1;2020-01-04;14480;Лист 10 ГОСТ 19903-74 345-09Г2С-8 ГОСТ 19281-2014;47.43529412;48.0;0.0;1.0;0.0;ГПН-РАЗВИТИЕ ООО;ДП_44114_30915_33518, Спецификация №  13(1527) от 19.09.2019;921238-1;0.0;0.0;0.0;0.0;0.0
609;921238;1;2020-01-04;14481;Лист 16 ГОСТ 19903-74 345-09Г2С-8 ГОСТ 19281-2014;392.20705882;393.0;0.0;1.0;0.0;ГПН-РАЗВИТИЕ ООО;ДП_44114_30915_33518, Спецификация №  13(1527) от 19.09.2019;921238-1;0.0;0.0;0.0;0.0;0.0
610;921238;1;2020-01-04;14566;Лист 25 ГОСТ 19903-74 345-09Г2С-8 ГОСТ 19281-2014;1268.44675325;1269.0;0.0;1.0;0.0;ГПН-РАЗВИТИЕ ООО;ДП_44114_30915_33518, Спецификация №  13(1527) от 19.09.2019;921238-1;0.0;0.0;0.0;0.0;0.0
618;921238;1;2020-01-04;13979;Лист 8 ГОСТ 19903-74 С345-5 ГОСТ 27772-2015;0.0;167.0;0.0;1.0;0.0;ГПН-РАЗВИТИЕ ООО;ДП_44114_30915_33518, Спецификация №  13(1527) от 19.09.2019;921238-1;0.0;0.0;0.0;0.0;0.0
620;921238;1;2020-01-04;14032;Лист 20 ГОСТ 19903-74 С345-5 ГОСТ 27772-2015;0.0;634.0;0.0;1.0;0.0;ГПН-РАЗВИТИЕ ООО;ДП_44114_30915_33518, Спецификация №  13(1527) от 19.09.2019;921238-1;0.0;0.0;0.0;0.0;0.0
622;921238;1;2020-01-04;14025;Круг 16 ГОСТ 2590-2006 С345-5 ГОСТ 27772-2015;0.0;15.0;0.0;1.0;0.0;ГПН-РАЗВИТИЕ ООО;ДП_44114_30915_33518, Спецификация №  13(1527) от 19.09.2019;921238-1;0.0;0.0;0.0;0.0;0.0
634;921238;1;2020-01-04;14034;Уголок 40х40х4 ГОСТ 8509-86 С345-5 ГОСТ 27772-2015;0.0;576.0;0.0;1.0;0.0;ГПН-РАЗВИТИЕ ООО;ДП_44114_30915_33518, Спецификация №  13(1527) от 19.09.2019;921238-1;0.0;0.0;0.0;0.0;0.0
635;921238;1;2020-01-04;14546;Уголок 63х63х5 ГОСТ 8509-86 С345-5 ГОСТ 27772-2015;0.0;1264.0;0.0;1.0;0.0;ГПН-РАЗВИТИЕ ООО;ДП_44114_30915_33518, Спецификация №  13(1527) от 19.09.2019;921238-1;0.0;0.0;0.0;0.0;0.0
636;921238;1;2020-01-04;14540;Уголок 100х100х10 ГОСТ 8509-86 С345-5 ГОСТ 27772-2015;0.0;1025.0;0.0;1.0;0.0;ГПН-РАЗВИТИЕ ООО;ДП_44114_30915_33518, Спецификация №  13(1527) от 19.09.2019;921238-1;0.0;0.0;0.0;0.0;0.0
638;921238;1;2020-01-04;14541;Уголок 90х90х7 ГОСТ 8509-86 С345-5 ГОСТ 27772-2015;0.0;868.0;0.0;1.0;0.0;ГПН-РАЗВИТИЕ ООО;ДП_44114_30915_33518, Спецификация №  13(1527) от 19.09.2019;921238-1;0.0;0.0;0.0;0.0;0.0
639;921238;1;2020-01-04;14567;Уголок 125х125х10 ГОСТ 8509-86 С345-5 ГОСТ 27772-2015;0.0;2143.0;0.0;1.0;0.0;ГПН-РАЗВИТИЕ ООО;ДП_44114_30915_33518, Спецификация №  13(1527) от 19.09.2019;921238-1;0.0;0.0;0.0;0.0;0.0
641;921238;1;2020-01-04;14030;Швеллер 18 П ГОСТ 8240-89 С345-5 ГОСТ 27772-2015;0.0;109.0;0.0;1.0;0.0;ГПН-РАЗВИТИЕ ООО;ДП_44114_30915_33518, Спецификация №  13(1527) от 19.09.2019;921238-1;0.0;0.0;0.0;0.0;0.0
644;921238;1;2020-01-04;00-00001148;Круг 16 ГОСТ 2590-2006 С345-5-ГК ГОСТ 27772-2015;14.93333333;0.0;0.0;1.0;0.0;ГПН-РАЗВИТИЕ ООО;ДП_44114_30915_33518, Спецификация №  13(1527) от 19.09.2019;921238-1;0.0;0.0;0.0;0.0;0.0
646;921238;1;2020-01-04;00-00001149;Лист 20 ГОСТ 19903-74 С345-5-ГК ГОСТ 27772-2015;633.89090909;0.0;0.0;1.0;0.0;ГПН-РАЗВИТИЕ ООО;ДП_44114_30915_33518, Спецификация №  13(1527) от 19.09.2019;921238-1;0.0;0.0;0.0;0.0;0.0
648;921238;1;2020-01-04;00-00001150;Лист 4 ГОСТ 19903-74 С345-5-ГК ГОСТ 27772-2015;10.15913978;0.0;0.0;1.0;0.0;ГПН-РАЗВИТИЕ ООО;ДП_44114_30915_33518, Спецификация №  13(1527) от 19.09.2019;921238-1;0.0;0.0;0.0;0.0;0.0
650;921238;1;2020-01-04;00-00001151;Лист 6 ГОСТ 19903-74 С345-5-ГК ГОСТ 27772-2015;19.52727273;0.0;0.0;1.0;0.0;ГПН-РАЗВИТИЕ ООО;ДП_44114_30915_33518, Спецификация №  13(1527) от 19.09.2019;921238-1;0.0;0.0;0.0;0.0;0.0
652;921238;1;2020-01-04;00-00001152;Лист 8 ГОСТ 19903-74 С345-5-ГК ГОСТ 27772-2015;258.34823529;0.0;0.0;1.0;0.0;ГПН-РАЗВИТИЕ ООО;ДП_44114_30915_33518, Спецификация №  13(1527) от 19.09.2019;921238-1;0.0;0.0;0.0;0.0;0.0
655;921238;1;2020-01-04;00-00001154;Уголок 32х32х4 ГОСТ 8509-86 С345-5-ГК ГОСТ 27772-2015;26.61935484;0.0;0.0;1.0;0.0;ГПН-РАЗВИТИЕ ООО;ДП_44114_30915_33518, Спецификация №  13(1527) от 19.09.2019;921238-1;0.0;0.0;0.0;0.0;0.0
657;921238;1;2020-01-04;00-00001155;Уголок 40х40х4 ГОСТ 8509-86 С345-5-ГК ГОСТ 27772-2015;575.77634409;0.0;0.0;1.0;0.0;ГПН-РАЗВИТИЕ ООО;ДП_44114_30915_33518, Спецификация №  13(1527) от 19.09.2019;921238-1;0.0;0.0;0.0;0.0;0.0
659;921238;1;2020-01-04;00-00001156;Уголок 90х90х7 ГОСТ 8509-86 С345-5-ГК ГОСТ 27772-2015;867.16444444;0.0;0.0;1.0;0.0;ГПН-РАЗВИТИЕ ООО;ДП_44114_30915_33518, Спецификация №  13(1527) от 19.09.2019;921238-1;0.0;0.0;0.0;0.0;0.0
661;921238;1;2020-01-04;00-00001161;Уголок 100х100х10 ГОСТ 8509-86 С345-5-ГК ГОСТ 27772-2015;1024.17391304;0.0;0.0;1.0;0.0;ГПН-РАЗВИТИЕ ООО;ДП_44114_30915_33518, Спецификация №  13(1527) от 19.09.2019;921238-1;0.0;0.0;0.0;0.0;0.0
662;921238;1;2020-01-04;00-00001162;Уголок 125х125х10 ГОСТ 8509-86 С345-5-ГК ГОСТ 27772-2015;2142.70588235;0.0;0.0;1.0;0.0;ГПН-РАЗВИТИЕ ООО;ДП_44114_30915_33518, Спецификация №  13(1527) от 19.09.2019;921238-1;0.0;0.0;0.0;0.0;0.0
663;921238;1;2020-01-04;00-00001163;Уголок 63х63х5 ГОСТ 8509-86 С345-5-ГК ГОСТ 27772-2015;1263.89247312;0.0;0.0;1.0;0.0;ГПН-РАЗВИТИЕ ООО;ДП_44114_30915_33518, Спецификация №  13(1527) от 19.09.2019;921238-1;0.0;0.0;0.0;0.0;0.0
664;921238;1;2020-01-04;00-00001164;Швеллер 18 П ГОСТ 8240-89 С345-5-ГК ГОСТ 27772-2015;108.77894737;0.0;0.0;1.0;0.0;ГПН-РАЗВИТИЕ ООО;ДП_44114_30915_33518, Спецификация №  13(1527) от 19.09.2019;921238-1;0.0;0.0;0.0;0.0;0.0
2741;921257;5;2020-01-04;11267;Лист 16 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;449.64705882;450.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ХАНТОС ООО;ДП_39295_30915_37804, Спецификация №  2 (1137) от 01.11.2019;921257-5;0.0;0.0;0.0;0.0;0.0
2742;921257;5;2020-01-04;11726;Лист 12 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;7732.90804598;7733.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ХАНТОС ООО;ДП_39295_30915_37804, Спецификация №  2 (1137) от 01.11.2019;921257-5;0.0;0.0;0.0;0.0;0.0
2743;921257;5;2020-01-04;14979;Лист 6 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;602.47727273;320.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ХАНТОС ООО;ДП_39295_30915_37804, Спецификация №  2 (1137) от 01.11.2019;921257-5;0.0;0.0;0.0;0.0;0.0
2744;921257;5;2020-01-04;14106;Швеллер 20 У ГОСТ 8240-89 09Г2С-12 ГОСТ 19281-2014;3606.4;3607.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ХАНТОС ООО;ДП_39295_30915_37804, Спецификация №  2 (1137) от 01.11.2019;921257-5;0.0;0.0;0.0;0.0;0.0
603;922089;1;2020-01-04;4440;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;0.06666667;0.0;0.0;1.0;0.0;КОМПАНИЯ СПЕЦМОНТАЖПРОЕКТ ООО;89/11-19, Спецификация №1 от 18.11.2019;922089-1;0.0;0.0;0.0;0.0;0.0
606;922089;1;2020-01-04;11267;Лист 16 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;66.66352941;0.0;0.0;1.0;0.0;КОМПАНИЯ СПЕЦМОНТАЖПРОЕКТ ООО;89/11-19, Спецификация №1 от 18.11.2019;922089-1;0.0;0.0;0.0;0.0;0.0
607;922089;1;2020-01-04;11726;Лист 12 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;451.68275862;0.0;0.0;1.0;0.0;КОМПАНИЯ СПЕЦМОНТАЖПРОЕКТ ООО;89/11-19, Спецификация №1 от 18.11.2019;922089-1;0.0;0.0;0.0;0.0;0.0
613;922089;1;2020-01-04;14979;Лист 6 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;17.34545455;0.0;0.0;1.0;0.0;КОМПАНИЯ СПЕЦМОНТАЖПРОЕКТ ООО;89/11-19, Спецификация №1 от 18.11.2019;922089-1;0.0;0.0;0.0;0.0;0.0
614;922089;1;2020-01-04;15180;Лист 30 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;701.68831169;0.0;0.0;1.0;0.0;КОМПАНИЯ СПЕЦМОНТАЖПРОЕКТ ООО;89/11-19, Спецификация №1 от 18.11.2019;922089-1;0.0;0.0;0.0;0.0;0.0
615;922089;1;2020-01-04;15205;Лист 10 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;699.57882353;0.0;0.0;1.0;0.0;КОМПАНИЯ СПЕЦМОНТАЖПРОЕКТ ООО;89/11-19, Спецификация №1 от 18.11.2019;922089-1;0.0;0.0;0.0;0.0;0.0
623;922089;1;2020-01-04;11275;Уголок 70х70х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;1970.32173913;0.0;0.0;1.0;0.0;КОМПАНИЯ СПЕЦМОНТАЖПРОЕКТ ООО;89/11-19, Спецификация №1 от 18.11.2019;922089-1;0.0;0.0;0.0;0.0;0.0
624;922089;1;2020-01-04;11278;Уголок 50х50х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;625.08387097;0.0;0.0;1.0;0.0;КОМПАНИЯ СПЕЦМОНТАЖПРОЕКТ ООО;89/11-19, Спецификация №1 от 18.11.2019;922089-1;0.0;0.0;0.0;0.0;0.0
625;922089;1;2020-01-04;11283;Уголок 40х40х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;207.80645161;0.0;0.0;1.0;0.0;КОМПАНИЯ СПЕЦМОНТАЖПРОЕКТ ООО;89/11-19, Спецификация №1 от 18.11.2019;922089-1;0.0;0.0;0.0;0.0;0.0
626;922089;1;2020-01-04;11291;Уголок 110х110х8 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;1838.70666667;0.0;0.0;1.0;0.0;КОМПАНИЯ СПЕЦМОНТАЖПРОЕКТ ООО;89/11-19, Спецификация №1 от 18.11.2019;922089-1;0.0;0.0;0.0;0.0;0.0
627;922089;1;2020-01-04;12037;Уголок 125х125х8 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;2597.28;0.0;0.0;1.0;0.0;КОМПАНИЯ СПЕЦМОНТАЖПРОЕКТ ООО;89/11-19, Спецификация №1 от 18.11.2019;922089-1;0.0;0.0;0.0;0.0;0.0
628;922089;1;2020-01-04;12146;Уголок 63х63х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;2500.78064516;0.0;0.0;1.0;0.0;КОМПАНИЯ СПЕЦМОНТАЖПРОЕКТ ООО;89/11-19, Спецификация №1 от 18.11.2019;922089-1;0.0;0.0;0.0;0.0;0.0
629;922089;1;2020-01-04;15136;Уголок 80х80х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;4116.23478261;0.0;0.0;1.0;0.0;КОМПАНИЯ СПЕЦМОНТАЖПРОЕКТ ООО;89/11-19, Спецификация №1 от 18.11.2019;922089-1;0.0;0.0;0.0;0.0;0.0
630;922089;1;2020-01-04;15165;Уголок 160х160х10 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;2583.62727273;0.0;0.0;1.0;0.0;КОМПАНИЯ СПЕЦМОНТАЖПРОЕКТ ООО;89/11-19, Спецификация №1 от 18.11.2019;922089-1;0.0;0.0;0.0;0.0;0.0
631;922089;1;2020-01-04;15233;Уголок 180х180х11 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;2170.17882353;0.0;0.0;1.0;0.0;КОМПАНИЯ СПЕЦМОНТАЖПРОЕКТ ООО;89/11-19, Спецификация №1 от 18.11.2019;922089-1;0.0;0.0;0.0;0.0;0.0
642;922089;1;2020-01-04;00-00000512;Уголок 90х90х7 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;3706.96;0.0;0.0;1.0;0.0;КОМПАНИЯ СПЕЦМОНТАЖПРОЕКТ ООО;89/11-19, Спецификация №1 от 18.11.2019;922089-1;0.0;0.0;0.0;0.0;0.0
667;921561;1;2020-01-05;4440;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;0.26666667;0.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  87(1192) от 10.12.2019;921561-1;0.0;0.0;0.0;0.0;0.0
673;921561;1;2020-01-05;13207;Лист 12 ГОСТ 19903-74 С345-6 ГОСТ 27772-2015;1059.33793103;1060.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  87(1192) от 10.12.2019;921561-1;0.0;0.0;0.0;0.0;0.0
675;921561;1;2020-01-05;13208;Лист 20 ГОСТ 19903-74 С345-6 ГОСТ 27772-2015;3621.75584416;3622.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  87(1192) от 10.12.2019;921561-1;0.0;0.0;0.0;0.0;0.0
676;921561;1;2020-01-05;13209;Лист 4 ГОСТ 19903-74 С345-6 ГОСТ 27772-2015;180.46451613;181.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  87(1192) от 10.12.2019;921561-1;0.0;0.0;0.0;0.0;0.0
678;921561;1;2020-01-05;13210;Лист 6 ГОСТ 19903-74 С345-6 ГОСТ 27772-2015;249.69545455;222.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  87(1192) от 10.12.2019;921561-1;0.0;0.0;0.0;0.0;0.0
680;921561;1;2020-01-05;13211;Лист 8 ГОСТ 19903-74 С345-6 ГОСТ 27772-2015;792.52235294;793.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  87(1192) от 10.12.2019;921561-1;0.0;0.0;0.0;0.0;0.0
685;921561;1;2020-01-05;13205;Круг 16 ГОСТ 2590-2006 С345-6 ГОСТ 27772-2015;77.30666667;78.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  87(1192) от 10.12.2019;921561-1;0.0;0.0;0.0;0.0;0.0
692;921561;1;2020-01-05;13213;Уголок 100х100х8 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;3675.02608696;3676.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  87(1192) от 10.12.2019;921561-1;0.0;0.0;0.0;0.0;0.0
693;921561;1;2020-01-05;13217;Уголок 50х50х5 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;1192.72258065;1193.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  87(1192) от 10.12.2019;921561-1;0.0;0.0;0.0;0.0;0.0
695;921561;1;2020-01-05;13218;Уголок 63х63х5 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;2729.30322581;2730.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  87(1192) от 10.12.2019;921561-1;0.0;0.0;0.0;0.0;0.0
697;921561;1;2020-01-05;13219;Уголок 70х70х6 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;553.40869565;554.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  87(1192) от 10.12.2019;921561-1;0.0;0.0;0.0;0.0;0.0
698;921561;1;2020-01-05;13220;Уголок 90х90х7 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;6115.62666667;5476.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  87(1192) от 10.12.2019;921561-1;0.0;0.0;0.0;0.0;0.0
701;921561;1;2020-01-05;15447;Уголок 45х45х4 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;4075.30322581;4076.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  87(1192) от 10.12.2019;921561-1;0.0;0.0;0.0;0.0;0.0
703;921561;1;2020-01-05;17825;Уголок 125х125х9 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;5305.33333333;5306.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  87(1192) от 10.12.2019;921561-1;0.0;0.0;0.0;0.0;0.0
666;921635;1;2020-01-05;4440;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;0.13333333;0.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921635-1;0.0;0.0;0.0;0.0;0.0
668;921635;1;2020-01-05;11267;Лист 16 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;77.85176471;78.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921635-1;0.0;0.0;0.0;0.0;0.0
669;921635;1;2020-01-05;11269;Лист 8 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;101.05411765;102.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921635-1;0.0;0.0;0.0;0.0;0.0
670;921635;1;2020-01-05;11271;Лист 3 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;5.94947368;0.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921635-1;0.0;0.0;0.0;0.0;0.0
671;921635;1;2020-01-05;11289;Лист 5 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;455.60930233;456.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921635-1;0.0;0.0;0.0;0.0;0.0
672;921635;1;2020-01-05;11726;Лист 12 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;47.77931034;48.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921635-1;0.0;0.0;0.0;0.0;0.0
681;921635;1;2020-01-05;14979;Лист 6 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;115.80681818;116.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921635-1;0.0;0.0;0.0;0.0;0.0
682;921635;1;2020-01-05;15205;Лист 10 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;254.29411765;200.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921635-1;0.0;0.0;0.0;0.0;0.0
683;921635;1;2020-01-05;11270;Лист 4 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;1924.63870968;1925.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921635-1;0.0;0.0;0.0;0.0;0.0
684;921635;1;2020-01-05;11265;Круг 16 ГОСТ 2590-88 09Г2С-12 ГОСТ 19281-2014;6.84;0.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921635-1;0.0;0.0;0.0;0.0;0.0
686;921635;1;2020-01-05;14228;Круг 16 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014;44.89333333;52.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921635-1;0.0;0.0;0.0;0.0;0.0
687;921635;1;2020-01-05;11296;Труба 219х10 ГОСТ 8732-78 09Г2С-12 ГОСТ 19281-2014;377.98;378.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921635-1;0.0;0.0;0.0;0.0;0.0
688;921635;1;2020-01-05;11871;Труба 219х8 ГОСТ 8732-78 09Г2С-12 ГОСТ 19281-2014;349.69333333;350.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921635-1;0.0;0.0;0.0;0.0;0.0
689;921635;1;2020-01-05;11268;Уголок 32х32х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;181.70967742;182.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921635-1;0.0;0.0;0.0;0.0;0.0
690;921635;1;2020-01-05;11275;Уголок 70х70х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;69.57391304;70.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921635-1;0.0;0.0;0.0;0.0;0.0
691;921635;1;2020-01-05;11284;Уголок 90х90х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;15.87529412;0.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921635-1;0.0;0.0;0.0;0.0;0.0
700;921635;1;2020-01-05;14587;Уголок 100х100х10 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;402.1826087;403.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921635-1;0.0;0.0;0.0;0.0;0.0
704;921635;1;2020-01-05;12985;Швеллер 20 П ГОСТ 8240-89 09Г2С-12 ГОСТ 19281-2014;306.79578947;307.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921635-1;0.0;0.0;0.0;0.0;0.0
705;921635;1;2020-01-05;13009;Швеллер 10 П ГОСТ 8240-89 09Г2С-12 ГОСТ 19281-2014;59.85806452;60.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;921635-1;0.0;0.0;0.0;0.0;0.0
665;921986;1;2020-01-05;4440;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;0.31111111;0.0;0.0;1.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №2 от 24.01.2020;921986-1;0.0;0.0;0.0;0.0;0.0
674;921986;1;2020-01-05;13208;Лист 20 ГОСТ 19903-74 С345-6 ГОСТ 27772-2015;1134.32727273;1135.0;0.0;1.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №2 от 24.01.2020;921986-1;0.0;0.0;0.0;0.0;0.0
677;921986;1;2020-01-05;13210;Лист 6 ГОСТ 19903-74 С345-6 ГОСТ 27772-2015;187.34545455;188.0;0.0;1.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №2 от 24.01.2020;921986-1;0.0;0.0;0.0;0.0;0.0
