Дата запуска;0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0;16.0;17.0;18.0;19.0;20.0;21.0;23.0;24.0;25.0;26.0;27.0;28.0;29.0;32.0;34.0;36.0;37.0;38.0;39.0;40.0
Дата запуска;2020-02-20 00:00:00;2020-02-21 00:00:00;2020-02-22 00:00:00;2020-02-23 00:00:00;2020-02-24 00:00:00;2020-02-25 00:00:00;2020-02-26 00:00:00;2020-02-27 00:00:00;2020-02-28 00:00:00;2020-02-29 00:00:00;2020-03-01 00:00:00;2020-03-02 00:00:00;2020-03-03 00:00:00;2020-03-04 00:00:00;2020-03-05 00:00:00;2020-03-06 00:00:00;2020-03-07 00:00:00;2020-03-08 00:00:00;2020-03-09 00:00:00;2020-03-10 00:00:00;2020-03-11 00:00:00;2020-03-12 00:00:00;2020-03-14 00:00:00;2020-03-15 00:00:00;2020-03-16 00:00:00;2020-03-17 00:00:00;2020-03-18 00:00:00;2020-03-19 00:00:00;2020-03-20 00:00:00;2020-03-23 00:00:00;2020-03-25 00:00:00;2020-03-27 00:00:00;2020-03-28 00:00:00;2020-03-29 00:00:00;2020-03-30 00:00:00;2020-03-31 00:00:00
Номенклатура;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Лист 30 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;716.304;0.0;0.0;646.77;0.0;1077.95;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Лист 30 ГОСТ 19903-74 С345-6 ГОСТ 27772-2015;1012.208;0.0;0.0;0.0;0.0;467.792;0.0;467.792;0.0;1403.376;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Лист 4 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5607.034000000001;0.0;298.064;2883.1279999999997;9005.794000000002;0.0;298.064;0.0;1759.3590000000002;5.469;428.467;4918.705;0.0;9.968;166.36899999999997;1468.463;108.836;0.0;64.8;250.668;205.068;221.84400000000002;16.759999999999998;375.958;3.888;584.518
Лист 4 ГОСТ 19903-74 С235-1 ГОСТ 27772-2015;0.0;0.0;0.0;0.0;0.0;3.226;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Лист 4 ГОСТ 19903-74 С345-3 ГОСТ 27772-2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10159.506;0.0;0.0;0.0;10159.506;7149.282;0.0;2679.927;2705.951;0.0;0.0;0.0
Лист 4 ГОСТ 19903-74 ст3 ГОСТ 380-2005;3529.445;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Лист 5 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;866.2839999999997;0.0;0.0;690.245;1975.3429999999998;0.0;0.0;0.0;0.0;2.645;0.0;0.0;0.0;8.382;71.247;0.0;79.629;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Лист 5 ГОСТ 19903-74 09Г2С-6 ГОСТ 19281-2014;473.814;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Лист 5 ГОСТ 19903-74 С235-1 ГОСТ 27772-2015;0.0;0.0;0.0;0.0;0.0;5.814;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Лист 5 ГОСТ 19903-74 С345-3 ГОСТ 27772-2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.553;16.796;0.0;0.0;0.0
